mnemonic,number,id
HIUS,3221,12663
ARCH,4020,7331
ARCH,5111,14357
ARCH,8480,7341
LAW,7671,10251
CHE,4456,13250
ARCH,5630,7333
ARCH,6240,7338
LPPP,4200,14134
ARCH,8481,7342
ARCH,7250,7340
ARH,3802,7347
ARH,3801,7346
ARH,4500,7348
ARH,3703,7345
ARH,3206,7344
BIOL,5250,7440
LAW,7666,9674
LAW,7667,9675
EDHS,3985,13527
HIUS,5022,12664
LAW,7672,10252
ARH,7206,7353
ARH,7801,7355
ARH,7703,7354
ARH,7802,7356
SARC,5100,10861
ISBU,3852,14336
ARH,9530,7358
ARTH,2153,7362
ARTH,2252,7363
EP,7000,1137
ARTH,1052,7360
DS,6013,12607
ARTH,2752,7364
ARTH,3781,7365
BIOL,7160,7441
ARTR,2500,7369
LAW,7669,9676
ARTS,2372,7371
LAW,8612,8215
ARTS,3112,7372
EDHS,8660,846
ARTS,3222,7373
ARTS,3372,7374
ARTS,3672,7375
ARTS,3712,7376
ARTS,4222,7378
ARTS,4372,7379
ARTS,4672,7381
ASL,2020,7384
ASTR,2120,7387
ASTR,3420,7388
ASTR,1740,7386
ASTR,3480,7389
CHE,5456,13251
HIUS,7021,12665
EDIS,5770,13764
ASL,2450,7385
ASTR,3559,7390
NUCO,4420,10147
BIMS,8054,7402
BENG,1020,7396
ISSS,3852,14337
BIMS,8011,7400
ARCH,5114,14598
ARCH,7270,10904
BIMS,5410,7398
NUIP,2080,11417
BENG,2559,7397
BIMS,8072,7403
BIMS,8092,7404
BIMS,8012,7401
CHE,3321,452
CHE,6438,457
BIMS,8122,304
ESL,909,6691
NUCO,2220,11416
ARCH,8993,190
ARCH,6120,179
ARCH,5993,177
BIOC,8151,7415
PHYS,7010,10812
EDIS,2020,13756
BIMS,8619,312
CHE,8581,9980
BIMS,8194,7407
BIMS,8200,7408
BIOL,1060,7416
LAW,9006,8232
LPPP,4210,14135
BIMS,8340,7411
RELG,3375,12000
LAW,9016,8235
BIOL,2040,7418
BIOL,2060,7419
BIOL,2061,7420
LAW,9002,9677
PHYS,8630,2360
ARH,1020,7343
BIOL,4220,7430
BIOL,4160,7428
ARH,3006,14599
KINE,5480,11358
BIOL,4215,7429
ARH,3604,198
LAW,7796,14338
HIUS,9027,12667
BIOL,4240,7431
EURS,6000,13542
RELJ,3490,12002
PLAN,3500,12950
BIOL,4410,7436
BIOL,5080,7439
BIOL,7215,7442
BIOL,7410,7445
LAW,9092,9680
ARH,3602,197
BIOL,7310,7444
BME,2102,7450
BIOL,8810,7446
BME,3315,6550
GBUS,8305,9561
LAW,7681,10254
LAW,9085,9679
BIOP,5060,7448
ISBU,3422,10072
ARH,3103,10906
KINE,5495,12896
BME,2240,7453
LPPP,4559,14136
LAW,9101,9681
ARH,3616,14600
LAW,7687,10255
EURS,8998,13543
CHE,2216,7490
BUS,5320,7463
LAW,7802,14340
EVSC,1300,7844
HEBR,1016,10573
ENPG,8850,1101
ENLP,4550,11839
BUS,3420,7461
ENMD,5559,11840
GBUS,8619,10691
ENNC,8110,7822
PLAN,6020,12951
SOC,5056,9851
LAW,9103,9683
LAW,9102,9682
LAW,7797,14339
LAW,9140,9684
LAW,7689,10256
CE,3310,7468
LAW,7804,14341
CHEM,9240,7541
CE,6010,7479
CE,6250,7480
CHEM,9280,7543
CE,4110,7474
CE,4010,7473
ENRN,5559,11841
CE,4410,7477
CHEM,9220,7540
CE,4310,7476
CHEM,9320,7544
CHEM,9260,7542
CE,4120,7475
CE,4800,7478
CE,6300,7481
LPPP,4991,14137
ENRN,3210,1105
PLAN,6050,8624
ARH,5403,10907
CE,6330,7482
CE,7001,7486
CE,6770,7485
LAW,9149,9692
CHE,3318,7491
CHE,3322,7492
CHE,3347,7493
CELL,8650,7487
CHE,5561,7497
CHE,3398,7494
CELL,9040,7488
CHE,6447,7498
PLAN,6030,12952
CHEM,9360,7546
CHEM,9420,7547
CHEM,9340,7545
ENSP,2610,11842
CHEM,9620,7549
CHEM,9460,7548
CHEM,9640,7550
ECE,4550,12608
ARH,7616,14601
CHEM,2420,7513
CHE,6476,7500
CHE,6630,7502
CHEM,2820,7517
EVSC,4490,13544
EVSC,3601,1185
CHEM,2350,7512
FRTR,3584,11846
LPPP,6250,14138
ISHU,3180,8963
CHEM,2220,7511
CHE,8582,7504
LPPP,7559,13392
CHEM,2620,7515
CHEM,2621,7516
LPPP,7600,14139
CHEM,2821,7518
CHEM,9660,7551
LAW,9141,9685
ARH,8005,14602
ENSP,4800,11843
ISHU,3624,11304
LAW,7805,14342
CHEM,3920,7522
ARH,7103,10908
CHEM,9160,7539
LAW,9142,9686
CHEM,4993,7526
CHEM,3559,7520
LAW,9144,9687
HEBR,1026,10574
DRAM,3840,7628
CHEM,7220,7532
CHEM,7120,7530
CHEM,8220,7534
CHEM,7150,7531
CHEM,8340,7535
CHEM,7440,7533
HEBR,116,10575
CHEM,8540,7536
CHEM,8560,7537
CHEM,9080,7538
HEBR,126,10576
LAW,9145,9688
CHIN,3025,7564
CHIN,4030,7566
CLAS,5559,7578
LAW,9146,9689
ARTH,2055,10909
CHIN,5840,7569
CLAS,3250,7576
LAW,9148,9691
CHIN,5020,7568
ECE,4750,11545
CHEM,9880,7559
ECE,4502,9501
CLAS,5250,7577
CHEM,2410,473
FREN,3034,1215
ANTH,2440,11198
CHTR,3220,7572
CHTR,5220,7573
FREN,3028,11844
COMM,4160,7588
CHIN,7020,7570
CHIN,7030,7571
LAW,9147,9690
RELJ,5100,12003
RELC,2057,10260
LAW,7807,14343
COMM,3610,7585
COMM,3721,7586
SOC,2499,9397
COMM,3790,7587
CPE,7993,11228
CHEM,1210,9981
COMM,3060,7582
PLAN,6060,12953
EVSC,4995,1197
ASTR,5559,10277
LAW,9150,9693
ISSS,3772,11604
LPPP,5500,14344
LAW,9151,9694
LPPP,7610,14140
FREN,4410,11845
MATH,1559,14345
COMM,4640,7594
ARH,8006,14603
COMM,4340,7591
ARH,8800,9435
COMM,4250,562
COMM,4300,7590
COMM,4760,7598
ISSS,3888,10403
COMM,4791,7599
CPE,8897,11230
EVSC,5030,7858
EVSC,5993,13061
ISSS,4351,8111
LPPS,3241,14141
CPE,8999,11231
DRAM,4910,7632
ARTS,1610,236
SAST,4993,12761
CPE,7995,11229
ARTH,2282,223
CPLT,4990,7607
CPE,9999,11233
LPPS,3290,14142
CPLT,2020,7605
COMM,5130,7601
CS,2190,7609
ARTS,2560,10910
CPLT,3850,7606
ISLS,3350,12668
CPE,9897,11232
MDST,3320,14346
EDIS,3040,13757
KINE,5720,12897
RELJ,5165,12004
LAW,9083,8256
ISSS,4290,1597
ISSS,4800,1602
DANC,2230,7620
DRAM,4310,7630
CHEM,5310,9982
LAST,4050,11617
CS,6993,7617
DRAM,2080,7627
CS,8501,7618
DRAM,4490,7631
DANC,3220,7622
EDIS,3050,13758
LPPS,3295,14143
DANC,3300,7623
PLAN,8020,12954
DANC,3610,7625
MDST,3665,14347
NESC,8000,13629
CS,8561,7619
DANC,3210,7621
DRAM,4110,7629
MUPF,3200,10460
DRAM,7660,7636
DRAM,8270,7639
DRAM,8480,7645
DRAM,9170,7649
ASL,4559,10627
DRAM,8340,7640
DRAM,8640,7647
DRAM,9690,6613
DRAM,8140,7638
EDHS,8130,7735
DRAM,7993,7637
PLCP,3240,7236
DRAM,8380,7642
DRAM,8450,7644
EAST,1010,7650
DRAM,8650,7648
EAST,4991,7652
RUSS,7010,9834
DRAM,8500,7646
LATI,5050,11618
ISSS,3432,11016
LATI,5220,11619
LPPS,3410,14144
EAST,1559,7651
HEBR,216,10579
PSYC,4260,14348
ECE,4265,7660
ARTH,2753,9440
ITTR,3775,9646
JAPN,4559,9647
ECE,5502,7667
ECE,3760,7657
ECE,4155,7658
SLAV,2250,7240
ECE,4860,7664
ECE,6265,7669
ECE,6502,7671
HIUS,2559,10581
ECE,4440,7662
HEBR,226,10580
EDIS,4340,13759
EDHS,9500,7745
EVSC,7040,10686
PLAN,8050,12955
ECE,6784,7674
SANS,6010,10856
ECE,7502,7676
ECON,4010,7683
ECE,6995,7675
ECE,6996,740
SOC,2498,9396
JPTR,3020,9649
SANS,3022,11130
STAT,5140,9865
ECE,7712,7677
ECE,7856,7679
ECE,7858,7680
ECE,6782,7673
ECE,8502,7681
ECE,7717,7678
ECON,3650,7682
CS,5012,11234
JPTR,3620,12669
STAT,5250,9866
ECON,4559,7688
MSE,7592,9290
ECON,7720,7694
ECON,8559,7703
ECON,7030,7692
ECON,4880,7689
GBUS,7260,11847
ECON,7040,7693
ECON,5100,7691
ECON,4999,7690
ECON,8440,7701
ECON,8460,7702
ECON,8180,7696
ECON,8190,7697
ECON,8220,7698
ECON,8310,7699
ECON,8360,7700
ECON,8710,7704
EDHS,2892,7705
RELG,5960,11124
EDHS,3640,7706
EDHS,3690,7707
EDHS,5020,7713
EDHS,9761,7746
EDIS,3887,7748
EDIS,5051,7751
LPPS,3470,14145
EDIS,4887,7749
EDHS,4450,7708
EDIS,5030,7750
EDHS,4630,7711
EDHS,5050,7714
EVSC,7070,11571
EDHS,5440,7716
EDHS,5080,7715
EDIS,3010,7747
LNGS,7220,9698
KINE,6720,13348
EDIS,5137,13761
LAR,5120,1637
EDHS,5631,7721
EDHS,5630,7720
DANC,3559,11235
JPTR,5620,12670
DANC,4220,635
NCBM,174,10137
LAW,7055,8181
EVSC,7559,1200
EDHS,7430,7725
EDHS,7440,7728
KINE,6725,13349
EDHS,7432,7726
NUIP,4993,12217
EDHS,7434,7727
EDHS,7610,7729
EDHS,7641,7731
EDHS,8110,7734
LAW,9084,8257
STS,2740,12561
ECE,7332,9505
ANTH,3880,60
MUSI,7502,10464
EDHS,8340,7738
EDHS,8670,7742
EDHS,8730,7743
EDHS,8410,7739
GREE,5160,10990
EDHS,8750,7744
EDHS,8420,7740
EDHS,8460,7741
EDIS,5143,13762
EDHS,9290,855
EDLF,8988,1013
MUSI,4760,10463
LPPS,4730,14146
MUSI,7520,10465
MDST,4700,11060
STAT,7130,9867
DRAM,7470,11236
EALC,3559,11237
EDIS,5451,7760
EVAT,7320,6693
EDIS,5490,7762
ARCH,7122,12572
EALC,5559,11238
EDIS,5170,7754
KINE,1050,12671
FORU,2500,13545
ENRN,3130,7825
MAE,7030,9701
GBUS,7353,11848
FREN,1010,1206
ENPW,4920,7824
ENRN,3220,7826
EDIS,5400,7758
STAT,7220,9868
EDIS,5231,7756
ENRN,9500,7827
ECE,1501,11239
LAW,7128,11621
MAE,3120,9699
EDLF,7020,7780
ENGL,3559,13058
ENGL,3515,14561
NCAR,108,2095
PLAP,4420,12957
ECON,4810,9508
EDLF,7170,7783
EDLF,7390,7786
ANTH,3890,10266
ARH,5610,12573
MAE,8591,1872
DRAM,8310,6602
EDLF,7210,7784
NCBM,268,8438
ECON,2060,750
EDLF,7603,7787
DRAM,8501,9999
NCBM,269,9297
EDIS,8822,7769
DRAM,9470,6611
KINE,2420,12672
EDLF,1010,7773
EDLF,1020,7774
PC,5200,12218
EDLF,3451,7776
NCBM,284,10467
LAW,7131,11623
EDLF,5620,7778
EDLF,5860,7779
MUSI,4506,8399
MATH,4140,12469
ENMC,4559,7821
PLCP,8998,2455
EDIS,8850,7770
ENMD,4500,1089
ECON,3110,756
EDLF,7874,7788
EDLF,8010,7789
EDLF,8651,7794
MATH,4452,14504
BIOC,8011,10912
EDHS,3410,802
EDLF,8803,7796
ENAM,3140,7801
ENAM,3150,7802
EDLF,8999,7799
EDLF,9810,7800
ENGL,3825,14562
EDLF,8991,7798
RELG,7460,13663
EDLF,8984,7797
LAW,7132,11624
RELG,8711,13664
ENAM,4845,7803
EDLF,8500,7793
ENCR,5559,7804
NCBM,285,10468
EDHS,3440,9512
ENCR,8600,7806
ENLT,2548,7816
KINE,5455,12673
ENCR,9500,6665
ENGN,9500,7809
ENEC,9500,7807
ENGR,4599,7813
ENMC,4540,7820
ENMC,3420,7818
EALC,4998,10000
ENLS,3030,7815
ENGR,3020,7811
PETR,5322,12219
GBAC,7219,14564
ENMC,3600,7819
ENGR,4920,7814
ENMC,3110,7817
NCFA,141,10140
ENGR,6000,1066
MED,8660,8357
NCBM,286,10469
BIOC,8140,10914
ETP,4010,7833
NCBM,288,10471
PLIR,3400,2463
NCBM,289,10472
EDHS,4610,7710
ENWR,3320,7830
ENWR,4810,1129
ENWR,8993,7832
FREN,1050,1208
ENWR,5610,7831
KINE,8630,12674
EVEC,5230,7836
EVGE,7810,7839
EVAT,5300,7835
EVEC,5231,7837
EVEC,5250,7838
NCBM,287,10470
ETP,4800,7834
SWAG,3400,8819
BIOC,8142,10915
EVSC,4993,1196
MDST,3050,1939
CHEM,5510,9983
ECE,6717,11546
EVSC,3060,7847
EVSC,4200,7853
EVSC,4890,7857
EVSC,4660,7855
LAR,7414,11616
POTR,4260,12959
FREN,4584,13546
GNUR,9005,1425
EVSC,4142,7852
NCBM,290,10473
NCBM,291,10474
ASTR,5440,7392
LAW,7060,1702
ARTH,4051,7367
EDHS,5610,9513
ASTR,4993,276
GBUS,7117,13547
GREE,2020,8002
GREE,2240,8003
GREE,3040,8004
HBIO,4960,8007
HEBR,1020,8009
HEBR,1420,8010
HEBR,2020,8011
HEBR,3020,8013
HIAF,2002,8014
HEBR,4993,1454
HIAF,3091,8016
MAE,4710,8292
SARC,9912,12006
HIAF,2031,8015
NCBM,293,10475
GREE,5230,8005
LAR,8001,12675
SWAG,5140,9874
ECE,6750,11547
PPOL,3100,12960
NCED,103,5129
HIEA,3112,8019
LATI,3160,12676
NCFA,139,10477
ARTH,5559,12574
ECON,8160,7695
CHEM,9997,9986
SOC,2630,13676
LATI,4999,12678
NCPD,108,2149
MUSI,9020,8410
NCPD,118,10478
PHIL,1800,12220
NCBM,294,10476
LATI,4010,12677
HIAF,4501,8017
MDST,3662,14505
SARC,9913,12007
NCFA,117,2129
HIEU,2112,8022
ARTH,2882,14604
HIEU,2162,8023
LAW,7116,11029
ARTS,2112,238
PAVS,4500,10480
NCBM,299,9738
BIOC,9998,320
SATR,7300,10213
NCAR,101,9730
NCBM,278,9734
NCPD,123,10479
LPPS,6715,14149
NCBM,277,9733
NCBM,273,9731
NCBM,280,9735
NCBM,281,9736
NCBM,295,9737
ARTS,2559,12575
NCBM,300,9739
NCFA,130,9740
HIEU,3152,8025
PERS,3010,10481
NCFA,134,9744
MDST,3740,14153
NCLE,121,9747
PC,5020,2215
ANTH,9999,89
PPOL,3415,12961
HIEU,3321,8026
HIEU,4591,8033
HIEU,3782,8032
HIEU,3602,8030
SOC,3510,12008
HIEU,5121,8035
NCFA,131,9741
NCFA,132,9742
HIEU,3432,8027
NCFA,133,9743
PC,4120,9926
NCLE,120,9746
ARTH,3281,14605
LPPS,7230,14150
PERS,5010,10482
HIEU,5302,8036
SOC,4420,2706
HIEU,7351,8038
HIEU,7002,8037
EDHS,1100,11240
MUPF,4950,12480
MSE,6310,10128
PPOL,5200,12962
PHIL,3520,10484
PHIL,2020,10483
PPOL,5540,12963
PPOL,6100,7053
EDHS,3850,11242
PPOL,6752,12964
EDIS,5854,13765
SYS,2502,9875
MSE,6350,13625
GBUS,8469,7922
GBUS,8472,7923
EDHS,5000,10011
BIOL,4280,10917
GBUS,8466,4307
GBUS,8468,7921
SOC,7980,10218
CPLT,8559,9997
GBUS,8473,6740
MUSI,9920,8411
GBUS,8474,7924
MDST,3757,14506
LAW,7130,11622
PSHM,4600,12965
PHIL,3999,10485
BIOL,5559,10918
MUSI,9940,8412
SAST,1559,12261
MSE,7130,10129
BIOL,7220,7443
HILA,4591,8042
HIME,3559,8044
HIND,1020,8045
HIND,2020,8046
ISBU,3282,10582
SOC,8051,12011
HIME,5002,6795
HIND,3020,8048
HISA,3003,8051
HIST,3611,8055
HIND,5020,8050
HIND,3029,8049
RELC,3045,10528
HIST,3412,8054
HISA,3121,8052
MDST,4251,14507
HIST,2062,8053
PHS,2291,10159
EDHS,5030,10012
HIST,5559,8058
HIUS,2002,8063
HIST,8998,1522
HIUS,3411,8068
HIUS,3051,8065
MSE,7820,2009
HIST,7002,8060
HIST,9012,8062
HIST,5920,8059
SOC,8562,12012
HIST,7231,8061
MSP,4995,13626
HIUS,3072,8066
HIUS,3612,8069
HIUS,3182,8067
MDST,4351,14508
HIUS,4591,1544
PHS,5200,8523
SOC,8055,10220
HIUS,6002,8070
HIUS,6026,8071
HIUS,6027,8072
HIUS,6028,8073
HIUS,7002,8074
HIUS,8451,8078
HIUS,7655,8075
HIUS,8041,8077
HR,5060,8085
ARTH,3863,14606
HSCI,1011,8086
LAW,7145,12679
GBUS,7510,9558
ISHU,3301,8092
EDIS,5864,13766
HR,4170,8082
HIUS,8002,8076
ISBU,3410,8088
ISHU,3290,8091
NCPD,120,9748
INST,4820,8087
RELG,8400,10536
ISCP,4991,1568
ISHU,3171,8090
ISHU,3020,8089
ISHU,3840,8093
ISHU,4070,8094
LAST,4993,13351
ISSS,3381,8103
ISHU,4351,8096
ISLS,3310,8097
ISLS,4250,8100
ISSS,3291,8102
ARTH,4999,7368
MDST,4670,14510
MUSI,2559,10131
PSPM,5200,9033
ISSS,4440,8112
ISSS,3600,8105
PHS,5213,10486
ISLS,4251,8101
ISSS,3840,8107
ISSS,4070,8108
ISSS,4291,8109
GERM,3620,9575
ISHU,4160,8095
BIOL,8050,10920
SYS,7027,9879
LAW,7605,1715
ISBU,4641,10583
ANTH,2325,9883
MDST,7351,14511
AAS,3457,9881
NCBM,239,8433
PSYC,1559,12967
EDHS,7291,11246
NCBM,118,2102
GBUS,7280,12120
MUSI,7508,10135
ANTH,2345,9884
MUSI,4581,10134
PHS,5630,8527
NCAR,102,10136
ALAR,5500,9882
MAE,2330,14151
SYS,7581,9880
GERM,5100,9577
IT,3270,8115
ASL,1020,7383
IT,3260,8114
EDIS,5075,11247
EDIS,4884,6633
IT,5030,8117
IT,3340,8116
IT,5050,8118
ITAL,3120,8120
RUTR,3559,8752
ITAL,1020,8119
MAE,3140,8282
LAW,7620,1722
MDST,7803,14512
ANTH,3240,9885
APMA,1090,91
LATI,3080,9656
PSYC,2900,12968
ARCH,2021,9887
PHYE,1120,2307
PHS,7213,10487
EDIS,5132,7752
ASL,2300,267
GBUS,9856,7936
GCNL,5130,7938
GCNL,5220,7939
EDLF,7630,13702
MAE,3730,1844
GBUS,7345,6736
PHIL,7995,2265
PHS,8999,2297
PHIL,8530,12222
LAW,7741,12681
PHY,9995,2301
GBUS,7317,12123
PHIL,8999,2270
GCOM,7120,7941
NCED,189,10138
LAW,7001,8164
EDIS,5632,9514
GBUS,7350,12125
LAW,7137,11923
LAW,7015,8167
NCBM,266,8437
LAW,7020,8168
LAW,7050,8178
LAW,7025,8170
LAW,7018,1695
LAW,7036,8173
LAW,7040,8175
LAW,7024,8169
LAW,7039,8174
LAW,7043,8177
LAW,7041,8176
LAW,7750,12683
LAW,7004,8166
LAW,7742,12682
MAE,6070,8296
MDST,8900,14513
NCBM,242,8434
PSYC,7670,12969
LAW,7075,8189
LAW,7061,8183
NCED,191,10139
LAW,7094,8194
NCBM,256,2119
LAW,7090,8193
LAW,8003,1731
LAW,7080,8190
LAW,7088,8192
LAW,7095,8195
LAW,7612,8198
LAW,7068,8185
MAE,6310,1862
MED,8421,14514
LAW,7607,8197
LAW,7602,8196
NCBM,253,8435
LAW,7628,8200
LAW,7629,8201
LAW,8004,8208
LAW,8601,8210
LAW,7639,8202
LAW,7640,8203
BIMS,8075,14365
LAW,7647,8205
LAW,8006,1732
GETR,3710,9583
LAW,8001,8206
LAW,8607,8213
LAW,8605,8212
LAW,8610,8214
MAE,7660,8305
ISHU,3254,10585
PHS,3130,12224
LAW,8005,8209
ARTH,1004,9889
LAW,8613,1748
ARTH,2773,9890
BIMS,8132,7405
LAW,8824,8230
LAW,8619,8217
LAW,8655,8226
LAW,8653,8225
LAW,8627,8220
LAW,8801,8229
LAW,8845,8231
LAW,8658,8228
LAW,8656,8227
GBUS,7356,7890
PHS,5095,12225
SAST,2800,12262
ISHU,3255,10586
ISHU,3300,6831
LAW,9010,8234
LAW,9032,8242
LAW,9017,8236
ENCW,4550,13769
LAW,9025,8239
LAW,9024,8238
EDIS,5860,9515
NESC,4960,2161
LAW,9055,8249
LAW,8027,12685
NCBM,407,12481
LAW,8026,12684
LAW,8615,8216
LAW,9029,8240
MUSI,7525,8405
LAW,9046,8246
LAW,9047,8247
LAW,9033,8243
MICR,9995,1982
LAW,9056,8250
LAW,9073,8254
LAW,9065,8252
LAW,9132,8271
EDIS,5411,11249
LAW,9111,8263
BME,3636,7455
GBUS,8172,13550
BIOL,3510,8870
LAW,9129,8268
LAW,9128,8267
LAW,9125,8266
LAW,9136,8273
LAW,9123,8265
LNGS,2240,8276
LAW,9090,8259
LAW,9107,8262
LAW,9130,8269
LAW,9131,8270
LING,5090,8275
LAW,9133,8272
MEST,2450,14731
LAW,9139,8274
LING,9020,1832
LNGS,7240,8277
LAW,9097,8260
GBUS,8173,13551
ENCW,4820,13770
LAW,9045,8245
MAE,3220,8283
LAW,8849,12686
MAE,3620,8284
MAE,4514,8287
MAE,3840,8286
MAE,4660,8290
MAE,4620,8288
EDHS,7090,821
MAE,4640,8289
LAW,9051,8248
MAE,4512,1851
MAE,4680,8291
MSE,2200,14515
ISHU,3305,10587
MDST,7705,11061
CHEM,4420,7524
ENGL,2500,13771
GBUS,8174,13552
MAE,6080,8297
MAE,4730,8293
RELB,3408,2592
MAE,4760,8295
MAE,6710,8302
EDIS,7883,9517
GBUS,8180,13553
ISHU,3901,10588
GBUS,8699,10047
MAE,6430,8301
MAE,6850,8304
NCBM,265,8436
MAE,4740,8294
MAE,6230,8299
MATH,5700,8318
RELB,8706,12972
LAW,9054,12687
NCFA,144,10141
MATH,5653,8317
MATH,7340,8326
GCOM,7351,7948
MATH,7754,8330
ENGL,2502,13772
MATH,5340,8315
MDST,3104,8338
MATH,5720,8319
MATH,7370,8327
MATH,7752,8329
MATH,7830,8332
MATH,5830,8320
MATH,8720,8334
MATH,7420,8328
MATH,6060,8321
MATH,6120,8322
MATH,6453,8323
MATH,6630,8324
MATH,8310,8333
MATH,8852,8335
ESL,913,11736
MATH,8855,8336
NCFL,100,2131
MDST,4104,8343
MDST,8000,8347
RELC,3675,12973
MED,6608,8348
MED,6610,8349
MDST,3840,8341
MED,6615,8350
ENGL,2507,13775
MED,6616,8351
LAW,7712,11625
MDST,3404,8340
MED,7618,8352
MED,7622,8353
MED,7625,8354
NCFA,145,10142
MED,7630,8355
MDST,7559,8346
SOC,5060,8777
MDST,4980,8345
ISHU,4641,10589
EDLF,3420,11252
ENGL,2508,13776
MED,9682,8359
ENGL,2560,13777
ENGL,2572,13778
GBUS,8234,13554
MISC,3020,8370
MISC,3025,8371
MISC,4020,1992
MISC,4025,8372
MEST,3490,14732
MSE,2010,1994
MICR,8006,8364
MICR,8040,8365
DRAM,2070,8890
MICR,8202,11067
BME,6026,10923
ISSS,3191,10590
BIMS,8172,7406
LAW,9160,10432
MSE,6995,8382
MUBD,2601,8384
ISSS,3430,8972
MSE,6167,8378
MUEN,2600,8385
NCFL,114,2135
MSP,4801,8383
RELC,5009,2609
ASTR,5430,280
MUPF,1150,8386
EDHS,4600,7709
ENGL,2590,13779
MSE,6555,8381
ISSS,3290,6844
MUEN,3690,2028
ISSS,3413,10592
RELC,8701,12974
BIOC,8131,7414
EVSC,4050,7849
ISSS,4810,6850
CPLT,4559,9996
MUSI,2306,8391
MUSI,4547,8402
MICR,9999,1983
MUSI,4505,8398
MUSI,4510,8400
MUSI,2500,8393
MUSI,7350,8404
MUSI,4576,8403
MUSI,8920,8408
MUSI,4532,8401
MUSI,2304,8390
MUSI,3120,8396
RELG,1500,12975
MUSI,8840,8407
MUSI,2120,8389
MUSI,8820,8406
ISSS,4641,10593
MUSI,8999,8409
BIOC,8145,10916
SPAN,4401,9372
MISC,1025,8367
NCBM,138,8422
NASC,2210,8415
NCBM,223,8430
GBUS,8235,13555
NCBM,110,8421
NCAR,106,8419
NCBM,238,8432
NCBM,228,8431
SPAN,4320,2741
NCAR,113,8420
RELG,2820,12976
NCBM,124,5114
EDHS,8120,838
EDLF,5470,962
NCBM,177,8426
NCBM,189,8428
NCBM,184,8427
NCBM,146,8423
NCBM,173,8425
NCFA,120,8445
NCFL,116,8451
NCED,114,8439
NCED,175,8440
NCFA,106,8441
NCFA,107,8442
NCFA,114,8443
NCFA,119,8444
NCPD,117,8455
NCFL,122,9745
NCFA,122,8446
NCFA,123,8447
NCFA,124,8448
NCFL,119,8452
NCFL,107,8449
NCFL,108,8450
NCPH,100,8456
LAW,9247,12688
NCLE,116,8453
NCPD,100,8454
EVSC,4850,9550
NCPH,104,2152
NCSS,103,8458
NCSS,117,8459
BIOL,3040,12582
NUIP,2250,8475
SPAN,4980,9376
LAW,7166,13353
NESC,5330,8463
NESC,8020,8465
EDLF,7402,981
RELG,3255,12977
EDLF,7300,978
NESC,8600,8467
NUCO,4220,8471
NUCO,3100,8470
NUCO,2310,8468
NESC,7060,8464
NUIP,3220,8476
NUIP,3410,8477
NESC,8160,8466
NUCO,4431,8472
NUCO,4490,8473
ENGL,2599,13781
NURS,4005,8482
NURS,3004,8481
PERS,3230,7000
LAW,9249,12690
NCPD,124,10143
PC,4090,8488
LAW,9250,12691
PERS,3029,8493
PERS,1020,8491
SPTR,3559,12014
PHAR,7020,8496
EDIS,9450,9521
PETR,5320,8495
PHAR,8120,8497
SPAN,2020,7151
SPAN,3000,2726
PETR,3320,8494
MUSI,3390,2066
EDIS,8853,9520
PHIL,7720,8514
LAW,9251,12458
EDLF,7510,11256
PHAR,9500,8500
PHIL,3160,8507
SPTR,3850,12015
PHAR,9998,8501
BIOL,4011,14607
PHIL,2120,8504
LAW,7740,11925
PHIL,2330,8505
PHIL,3320,8508
PHIL,3780,8510
PHIL,4020,8511
SPAN,3020,2728
RELG,4800,12001
PHIL,3120,8506
PHIL,4999,8512
PHIL,5470,8513
PHIL,7770,8515
PHIL,8320,8516
PHS,5101,8520
PHS,5183,8521
LAW,9252,12692
MESA,2350,11062
ECON,4380,11548
PHS,5440,8524
MSE,3050,1996
PHS,6630,8530
PHS,6101,8528
PHS,6620,8529
LAW,9253,12693
PHS,7020,8533
PHIL,5510,7008
PHS,7034,8534
PHY,8012,8548
RELG,5775,12979
PHS,7184,8540
PC,4190,9927
MATH,1220,1880
PLAN,6500,12234
PLAC,6862,12232
PHS,7191,8541
PLAN,6090,2403
PHS,7181,8539
PLAN,5401,12233
PHS,7440,8544
MATH,1320,1882
PLAD,2222,9775
PHY,7040,8547
PHS,8880,8545
NCPH,107,9749
PHY,5060,8546
ENCW,2300,11262
LAW,9255,12694
MATH,3000,8310
ECON,4993,6625
NUCO,4110,12482
ENAM,3450,11258
PHYS,1620,8557
MAE,6993,1868
PHYS,3180,8566
CE,6240,10286
PHYS,3420,8567
PHYS,2640,8562
PHYS,3120,8565
PHYS,3660,8568
PHY,9998,2302
PHYS,3993,2345
CE,6410,7483
PHYS,5120,8569
ECON,5352,11549
NCSS,123,10144
EDLF,8340,9522
ENAM,3750,11259
LAW,9256,12695
MISC,2020,8368
PHYS,6251,8576
PHYS,7620,8581
PHYS,6252,8577
PHYS,6060,8574
PHYS,6200,8575
PHYS,6410,8579
LAW,7779,13354
PHYS,8610,8585
PHYS,8750,8586
ENAM,5840,11260
PHYS,7430,8580
PHYS,8220,8582
PHYS,8310,8583
PHYS,8450,8584
PHYS,8820,8587
ENCR,8800,11261
PLAC,5470,8595
CELL,8101,10926
PLAC,5850,8597
PLAD,8320,8604
PLAD,2240,8599
MATH,3310,1887
PLAN,4040,8610
PLAD,4961,8601
PLAN,5450,8615
PLAN,3030,8606
PLAN,3050,8607
PLAN,3250,8608
PLAN,5600,8616
