mnemonic,number,id
LAR,7180,10098
GNUR,5670,1389
KOR,1020,8137
KOR,3020,8139
LPPS,3050,13394
GNUR,6381,1403
GNUR,5210,1388
SARC,5559,10863
LAR,6420,10412
ARAH,995,3024
ARAH,997,3025
ARAH,999,3026
ARCH,102,3027
SARC,5104,10862
GBUS,7385,1258
GBUS,7341,1256
GBUS,7351,1257
PLIR,4330,9788
PLIR,3770,9787
HIST,2002,10377
KINE,1820,11338
LAW,6005,8161
PLIR,8630,8658
GBUS,7807,1265
GBUS,738,4253
GBUS,758,4262
GBUS,750,4255
GBUS,755,4259
GBUS,751,4256
GBUS,752,4257
GBUS,754,4258
GBUS,756,4260
GBUS,757,4261
GBUS,804,4269
GBUS,759,4263
GBUS,760,4264
GBUS,762,4265
GBUS,8000,4266
GBUS,8002,4267
LATI,3150,10100
LATI,7559,10101
LAR,8801,10099
GBUS,7817,1266
GBUS,740,4254
LAR,7320,1647
LATI,5020,10413
MAE,3820,8285
LATI,5140,10414
MUPF,3120,2038
PPOL,7993,2513
EAST,5862,13522
GCOM,7860,1350
GCOM,7993,1351
LAW,6112,8163
LPPS,3380,14499
LAW,7035,8172
LAW,7051,8179
PLPT,3999,9790
GDS,4962,11586
GDS,1559,1352
PPOL,4750,9792
SLTR,3200,10864
PLPT,4020,9791
NURS,3005,2194
GBUS,8260,1277
GDS,3010,1353
GDS,3100,1354
GNUR,6383,1404
ECE,5260,7666
LPPS,3559,14500
ENGL,3510,14638
CHE,561,3413
CHE,618,3414
LAW,7108,10102
GCOM,7130,7942
GCOM,7201,7943
URDU,3559,9385
ARCH,268,3029
ARCH,302,3030
ARCH,326,3032
ARCH,324,3031
ARCH,395,3033
ARCH,396,3034
ARCH,402,3035
ARCH,404,3036
ARCH,482,3037
ARCH,487,3038
URDU,6559,9386
ARCH,514,3040
ARCH,544,3041
ARCH,556,3042
ARCH,558,3043
ARCH,202,3028
ARCH,489,3039
ECE,5755,728
EVSC,4360,1192
GERM,3220,7968
ANTH,2590,9387
LAW,7119,10103
LAW,7120,10104
COMM,3200,9991
MAE,4605,11644
PPOL,6000,9793
GCOM,7220,7944
PPOL,6710,9795
LAW,7660,9391
GCOM,7320,7947
ECE,3502,9500
CHE,630,3415
CHE,647,3416
LAW,7658,9389
LAW,7659,9390
GBUS,8404,1284
GERM,1020,1357
LAW,7661,9392
LAW,7697,10106
MUSI,2307,13934
GERM,1110,1358
GERM,2020,1360
GERM,1015,1356
MUSI,2140,13933
ARCH,563,3044
ARCH,592,3045
ARCH,602,3046
ARCH,614,3047
ARCH,624,3048
ARCH,723,3049
ARCH,725,3050
NURS,3006,2195
LAW,7693,10105
LAW,7668,9393
PPOL,6735,9796
ECE,4103,13523
LAW,7670,9394
ECE,4435,715
LAW,8638,10107
GERM,4450,1369
GERM,3290,1367
LAW,8010,1734
LPPS,4720,14501
PSYC,4250,11994
LAR,4140,8141
GERM,2050,1361
GERM,3680,1368
GERM,5620,11588
GCOM,7370,7949
GERM,3110,1364
ARCH,782,3051
ARCH,848,3052
ARCH,870,3053
GERM,3250,1366
ARCH,880,3054
LAW,7077,10416
GERM,8810,1376
GERM,9998,1380
GCOM,7600,7951
GCOM,7610,7952
GERM,9999,1381
GERM,7559,1373
GNUR,5500,10056
GERM,4993,1371
LPPS,6850,14502
GERM,8998,1378
GERM,7995,1374
CHEM,599,3453
CHEM,282,3435
GETR,7700,11589
GBUS,8452,1294
LAW,8828,10108
PHIL,2670,13160
GERM,5500,1372
LAW,9040,1797
GERM,4990,1370
SOC,5086,10866
GERM,8820,1377
LAW,9009,1783
GBUS,8850,1311
GERM,8610,1375
GCOM,7720,7954
ECE,4660,12085
GCOM,7730,7955
IT,3200,1603
GETR,3330,1383
MUSI,3395,13935
GETR,3559,1385
GBUS,8465,1300
LPPS,7300,14503
CHEM,142,3428
CHE,648,3417
GCOM,7710,7953
GETR,2400,1382
LAW,7111,10417
HIUS,7559,6816
GETR,3500,1384
HIST,2214,13338
JWST,4998,6868
ARCH,896,3055
ARCH,897,3056
ARCH,898,3057
HIUS,6009,6815
ARH,102,3058
LAW,9098,1817
PPOL,6745,9797
MSE,7140,9717
LAR,4210,8142
MAE,7510,1869
ECE,7855,10939
GNUR,5003,1387
GCOM,7020,1331
LAW,9177,10109
ANTH,5395,9407
CHE,674,3418
CHE,795,3420
GCOM,5871,1329
GCOM,7050,1334
GNUR,6400,1405
GCOM,7060,1335
GCOM,7070,1336
GCOM,7330,1337
IT,3250,1606
ECE,6660,12086
LAW,7115,10419
LAW,9182,10110
GBUS,8703,1308
PHIL,750,5301
IT,3240,1605
LAW,9183,10111
GCOM,7870,7960
LAW,7500,9264
MUEN,3646,13149
LAW,9187,11045
ARH,242,3059
ARH,300,3060
ARH,362,3061
PHIL,752,5302
PHIL,756,5303
PHIL,789,5304
PHIL,894,5307
LAW,9186,10113
PHIL,836,5306
PHIL,895,5308
PHIL,898,5310
PHIL,897,5309
ALAR,8010,9938
PHIL,999,5312
PHIL,997,5311
PLIR,9998,2481
LAW,9185,10112
PHS,502,5313
LAW,7626,1725
PHS,505,5314
IT,3230,1604
PHIL,795,5305
GCOM,7891,7961
PPOL,6755,9798
LAW,7684,10420
LAW,9194,10114
GBUS,8995,1317
LAW,7685,10421
KINE,2110,11340
AMST,2321,13229
MUSI,4065,13936
GBUS,9999,1323
PHIL,3400,13162
MUSI,9910,2084
BIOL,4270,340
PHIL,2850,13161
ARH,367,3062
ARH,384,3063
ARH,489,3064
ARH,490,3065
ARH,491,3066
ARH,555,3067
ARH,590,3068
ARH,594,3069
ARH,642,3070
ARH,702,3071
GBUS,9020,1318
GBUS,9330,1320
GBUS,9852,1321
AMST,2500,30
LING,7400,10115
AM,7140,9399
ENGL,3002,14412
MATH,9998,1930
LAW,7688,10422
MUSI,3050,2058
GCOM,7800,1347
PHIL,3651,8509
LAW,8002,8207
MAE,4513,1852
GCOM,7740,1343
ARH,762,3072
ARH,767,3073
ARH,784,3074
ARH,896,3075
ARH,897,3076
ARH,997,3081
ARH,960,3078
ARH,978,3079
GCOM,7780,1346
ARH,988,3080
ARH,999,3082
ARTH,102,3084
ARH,898,3077
BIOL,4380,11213
ANTH,2589,9402
AMST,2753,9400
PSPM,5270,10608
ANTH,2240,9401
ANTH,3272,9403
GNUR,6252,1400
MAE,2320,8280
GNUR,6251,1399
PSEW,6100,9799
PHIL,9700,13164
ENGL,3321,14637
ANTH,4590,9405
ANTH,3300,9404
GNUR,6330,1402
ARTH,103,3085
ARTH,209,3086
ARTH,211,3087
ANTH,4840,9406
GNUR,6010,1392
ARTH,215,3089
ARTH,223,3090
ARTH,232,3091
ARTH,254,3092
ARTH,263,3093
ARTH,214,3088
GNUR,6051,1395
JAPN,802,4710
PHS,3103,13165
MUSI,4509,2069
ANTH,2230,39
GNUR,8130,1415
SPAN,7700,10867
HBIO,4998,1448
GNUR,7412,1411
GBUS,7900,7905
GNUR,6993,1407
GNUR,8420,1419
NESC,4265,13937
SPAN,8515,10868
LAW,8012,10423
MAE,4690,10116
MUSI,3350,14308
ANTH,2040,13230
PSPM,4030,8683
MUSI,3993,2067
ARTH,271,3095
ARTH,281,3096
ARTH,282,3097
ARTH,291,3098
ARTH,315,3100
ARTH,268,3094
NASC,4100,2093
NESC,3980,2159
HIND,2010,1498
MED,656,4936
BIOL,7120,9102
GREE,2230,1436
GREE,5559,1440
LAW,8019,6906
GREE,5210,1439
GREE,9998,1444
ENGL,3820,7808
HBIO,4950,1447
BIOL,4920,11215
GNUR,9998,1432
GREE,4993,1438
GREE,8999,1443
GREE,1010,1434
PHS,4991,13166
GREE,3030,1437
ENEC,3130,12382
ENCW,2560,12381
ANTH,5440,9409
GREE,2010,1435
ARTH,332,3101
ARTH,335,3102
ARTH,337,3103
ARTH,343,3104
ARTH,347,3105
ARTH,353,3106
ARTH,356,3107
STAT,5265,10869
KINE,2400,11341
ENGR,3502,12104
ANTH,5240,13232
MED,660,4937
LAW,8616,1750
HIEA,2081,1464
ENGL,9998,1050
MESA,8995,1974
LAW,9189,11046
HETR,3559,1455
NESC,8080,2166
HIEA,3111,1465
HIEA,4993,1467
PHS,5621,8526
HIAF,7001,1460
HEBR,1410,1450
HIEA,2071,1463
HEBR,2410,1452
MDST,1559,9924
HIAF,3021,1457
LAW,8505,10424
IT,5010,1607
ARTH,368,3108
ARTH,380,3109
ARTH,401,3110
ARTH,490,3111
ARTH,491,3112
HILA,3111,1489
HIEU,3742,1478
HIEU,5171,1484
HIEU,2152,1474
HIME,2559,1492
ANTH,5885,9410
PLIR,7400,2476
ANTH,4591,9943
IT,5020,1608
PSWD,5900,9800
HIUS,3173,12779
HIEU,3472,1477
HIEU,5082,1483
HIEU,5021,1482
LAW,8635,10425
HIUS,3523,14096
HIEU,3802,1479
HILA,2001,1488
STAT,5410,10870
HIEU,2031,1471
HIEU,7261,1485
HIEU,8401,1486
HIEU,2061,1472
BIOL,7380,11216
HIME,4591,1494
HIND,5010,1502
HIND,1010,1496
HISA,4501,1507
HIND,3019,1500
HR,4090,8081
MED,665,4938
HISA,2001,1505
HIST,3201,1512
HIND,3010,1499
HIND,8993,1503
HIND,4993,1501
HISA,4993,1508
HIST,4890,1513
HIST,4990,1514
HIUS,3671,1542
HISA,2003,1506
HISA,7011,1509
HIST,2151,1511
ARTH,492,3113
ARTH,497,3114
ARTH,498,3115
ARTR,300,3116
ARTR,329,3117
ARTR,335,3118
GERM,1025,7965
HIST,7081,1517
HIST,5891,1516
HIUS,3456,1538
HIST,7111,1518
HIST,8002,1521
LAW,7716,12037
HIUS,2061,1533
HIST,9951,1525
HIST,9011,1524
ANTH,7040,9411
HIUS,3071,1535
CHE,897,3423
HIUS,2051,1532
HIST,7191,1519
HIST,7331,1520
HIUS,3559,1539
HIUS,3611,1540
LAW,8812,1767
LAW,9190,11047
HIUS,3651,1541
CE,4340,12812
LAR,4160,1636
HR,4020,1555
HIUS,7071,1551
STAT,6190,10871
HIUS,7651,1552
INST,2500,1562
HIUS,7061,1550
HIUS,7001,1548
HIUS,6000,1546
HIUS,6001,1547
IMP,4600,1559
IMP,4971,1561
HIUS,8121,1553
HIUS,8671,1554
LATI,5559,1671
INST,2570,1564
LATI,4559,1668
ISHU,4820,1577
CHE,796,3421
PHS,5705,13167
HR,4040,1556
RELJ,3292,12259
INST,2550,1563
ISBU,3451,1565
IMP,4970,1560
LATI,3100,1667
LATI,5210,1670
ARTR,529,3119
ISHU,4130,1572
ISSS,4650,1601
ISSS,3690,1596
PSYC,3220,9801
LAW,7023,6885
ISHU,3630,1570
LAW,9191,11048
ISHU,4311,1574
ISSS,4311,1599
NUCO,3110,11962
ISHU,4180,1573
ISSS,3670,1595
ISHU,4320,1575
ISHU,4350,1576
ISSS,3660,1594
NCFL,121,6981
ISSS,4300,1598
HIUS,7055,14097
ARCY,3993,11763
ISHU,4850,1578
ISLS,3170,1582
ISLS,3050,1580
ISSS,3360,1592
ISLS,3250,1585
RUSS,4990,2660
ISLS,3270,1586
ISLS,3190,1583
NUIP,2210,11965
ISLS,3290,1587
ISLS,4120,1588
BIOL,8081,11217
NUCO,4210,12483
RELJ,5292,12260
ISSS,3070,1591
NUIP,2240,2187
JPTR,2990,1629
CHE,881,3422
HR,4050,8080
ISSS,3380,1593
ARTS,162,3121
ARTS,207,3122
ARTS,161,3120
NUIP,2420,12214
ITAL,8999,1617
ITTR,4559,1619
ITAL,3559,1612
ISBU,3710,1567
LAW,7727,12039
LAW,9096,10427
JAPN,4993,1627
ITAL,4993,1614
JAPN,4820,1626
KOR,3010,1634
ITAL,8995,1616
ARTS,2310,6526
JPTR,5010,1630
JAPN,3100,1625
JAPN,3015,1624
ITTR,7710,1620
LATI,8999,1673
KOR,1010,1632
JPTR,1010,1628
KOR,2010,1633
LAW,7726,12038
ITAL,7559,1615
JPTR,5990,1631
CHE,898,3424
CHE,997,3425
LAW,7734,12040
LAR,7350,1648
LAR,8321,1652
LAR,8320,1651
ASTR,4998,277
LASE,1605,1657
LAR,5993,1643
LATI,1010,1661
LAR,5670,1642
LAR,5460,1640
LASE,2600,1658
LASE,1601,1656
LAR,6160,1645
LAR,7993,1649
LASE,3600,1659
LAR,8993,1654
LAR,8999,1655
LATI,2010,1663
LATI,3030,1665
LAR,8800,1653
LAST,4999,1660
LATI,2020,1664
LAW,9192,11049
LAR,8010,1650
LAR,6010,1644
LAW,7735,12041
LAR,7010,1646
LATI,3090,1666
SYS,3054,10872
PLIR,9999,2482
ISLS,3010,9628
LAW,6004,1679
LAW,7003,1690
LAW,6002,1677
BME,6030,12588
LAW,6105,1686
LAW,6106,1687
LAW,6107,1688
LAW,6003,1678
LAW,6007,1680
RUSS,5160,7118
LAW,7005,1691
LAW,8814,1769
LAW,7006,1692
ARAB,3240,9415
ARTS,222,3123
ARTS,223,3124
ARTS,251,3125
ARTS,252,3126
PSYC,4690,9803
LAW,7046,1701
ISLS,3020,1579
ISHU,3453,12780
LAW,7016,1694
LAW,7063,1704
LAW,7067,1707
LAW,7065,1706
ANTH,5485,13234
LAW,7071,1708
LAW,7086,1711
LAW,7089,1712
LAW,7076,1709
ARAB,3559,9416
LAW,7028,1697
LAW,7736,12042
LAW,7083,1710
ARTS,263,3127
ARTS,264,3128
ARTS,271,3131
ARTS,268,3130
ARTS,281,3133
ARTS,272,3132
ARTS,282,3134
ARTS,298,3135
ARTS,267,3129
LAW,7619,1721
LAW,7641,1728
NUCO,2130,2177
GERM,3260,7969
LAW,9157,10429
LAW,9193,11050
LNGS,3250,1833
PSYC,9999,2587
LAW,7625,1724
LAW,7635,1727
ANTH,7010,72
ANTH,5549,69
EDLF,6200,11169
PSYC,5200,9804
LAW,7623,1723
LAW,7092,1713
LAW,7609,1717
LAW,7630,1726
LAW,7643,1729
ARTS,323,3136
ARTS,368,3138
ARTS,382,3140
ARTS,372,3139
ARTS,398,3141
ARTS,407,3142
ARTS,352,3137
LAW,8606,1744
ARAB,5240,9418
LAW,8011,1735
LAW,8609,1746
NUIP,4008,11418
LAW,8013,1736
LING,4998,1826
LNGS,7010,1836
LAW,8018,1739
GERM,4995,7971
LAW,8608,1745
PSYC,6745,9805
LAW,9158,10430
GERM,5140,7972
LAW,8816,1771
LAW,8500,1740
IT,3210,8974
LAW,8604,1743
LAW,8815,1770
LAW,8600,1741
ARTS,423,3143
ARTS,452,3144
ARTS,454,3145
ARTS,468,3146
APMA,2551,13235
LAW,8617,1751
LAW,9196,11052
LAW,8624,1756
LAW,8632,1760
LAW,9195,11051
ISSS,3170,14098
PHAR,9400,14309
LAW,8618,1752
MAE,2010,1838
LAW,8630,1759
ANTH,9050,7292
LAW,8800,1763
LAW,8621,1754
GERM,5300,7973
LAW,8651,1761
LAW,8659,1762
LAW,8626,1757
LAW,8802,1764
ARTS,472,3147
ARTS,498,3149
ARTS,482,3148
LAW,8820,1775
GERM,8620,7975
ARAB,5559,9420
LAW,8821,1776
ENGL,3610,14422
MAE,2100,8278
LAW,8822,1777
LAW,9035,1793
AAS,7200,13722
LAW,8823,1778
LAW,8825,1779
GERM,8995,7976
LAW,9015,1785
NUIP,4311,13938
LAW,9013,1784
LAW,9027,1791
CHE,999,3426
CHEM,395,3441
LAW,9021,1788
LAW,9022,1789
LAW,9028,1792
LAW,9018,1786
LAW,9026,1790
LAW,9037,1795
LAW,9036,1794
PLCP,999,5529
PLIR,101,5530
PLIR,265,5531
PLCP,898,5527
GETR,3560,7978
PSYC,6755,9806
HIST,5130,13339
ENGL,3730,14639
LAW,9042,1799
PSYC,7160,9807
LAW,9068,1809
LAW,7738,12043
LAW,9041,1798
LAW,9074,1812
LAW,9052,1801
LAW,9063,1806
LAW,9071,1810
LAW,9079,1813
ARAH,9590,9426
LAW,9060,1804
LAW,9159,10431
NUIP,4005,11499
LAW,9072,1811
ASL,102,3151
ASL,202,3152
ASL,245,3153
ASTR,127,3156
ARTS,507,3150
ASTR,121,3154
GNUR,5005,7979
ARAB,5870,9421
ENGL,3815,14640
ISSS,4610,1600
LAW,9099,1818
ITAL,3720,1613
ISSS,4820,14099
LAW,9117,1821
LAW,9110,1820
JAPN,1020,8129
LING,4995,1825
LING,5100,1828
LING,4999,1827
LAW,9127,1822
LING,8998,1829
JPTR,3400,14100
LING,4993,1824
LING,8999,1830
LAW,9999,1823
MATH,9360,1923
MATH,9410,1924
LNGS,4993,1835
LNGS,3251,1834
ASTR,130,3157
ASTR,174,3158
ASTR,195,3159
ASTR,212,3160
ASTR,348,3162
ASTR,395,3163
CPLT,3720,11801
HIST,9998,1528
PSYC,7440,8700
ECON,4995,776
MAE,3810,1845
JPTR,3700,14101
MAE,4700,11053
PHIL,2760,14310
BUS,5020,7462
MAE,4503,1849
COMM,4263,13741
MAE,4120,1846
PSYC,8670,9810
PSYC,7475,9809
MAE,4280,1847
HIST,9961,1527
ASTR,451,3164
ASTR,498,3165
ASTR,535,3166
ASTR,542,3167
ASTR,554,3168
ASTR,572,3170
MAE,4501,1848
ASTR,571,3169
MATH,9000,1918
MATH,9820,1927
MATH,9950,1928
ARAD,5300,9423
MAE,4990,1857
GNUR,5220,7980
ECON,8820,12088
PSYC,8725,9811
ENGL,3840,14641
LAW,9162,10433
PHIL,3640,14311
HIUS,2001,1531
MAE,6555,1864
MAE,6200,1860
KINE,5490,12781
MATH,3351,1888
MAE,4670,1856
MAE,4630,1854
MAE,6100,1859
MAE,6610,1866
ASTR,573,3171
ASTR,574,3172
ASTR,578,3174
ASTR,651,3175
ASTR,576,3173
MATH,1150,1878
MATH,9450,1925
MATH,9995,1929
MICR,999,4957
CE,3702,414
LAW,9163,10434
GNUR,5700,7982
LAW,9165,10435
JPTR,5400,14102
MATH,2315,1884
PHYE,1830,8552
MAE,8897,1873
MATH,3250,1886
MATH,2310,1883
ENGL,4500,14642
ENGL,4510,14643
PHS,5015,8517
PHS,7000,2280
BIOL,3410,11212
MAE,7520,1870
MAE,9897,1875
MATH,3100,1885
PHYS,8880,8588
ASTR,836,3176
ASTR,897,3177
ASTR,995,3179
ASTR,999,3181
ASTR,997,3180
BIMS,542,3182
ASTR,898,3178
JPTR,5700,14103
MATH,5140,1894
MATH,7250,1903
CHEM,152,3429
MATH,5770,1900
PSYC,8997,9812
MATH,5210,1895
LAW,9167,10437
ARAH,9560,9425
ENGL,4540,13796
MATH,5310,1896
MATH,7360,1905
MATH,5896,1901
MATH,7751,1907
MATH,7810,1909
KICH,1020,13110
MATH,5655,1899
MATH,7310,1904
MATH,7753,1908
MATH,7410,1906
MATH,8250,1911
MATH,8620,1912
MATH,7840,1910
PHS,8960,2295
PLAP,3420,10259
BIMS,710,3183
BIMS,803,3184
BIMS,808,3185
BIMS,814,3186
BIMS,816,3187
EDHS,5500,817
MATH,8999,1917
MATH,9010,1919
ENGL,8380,14644
EDHS,5995,12090
MATH,9250,1921
MATH,9310,1922
CS,1113,11802
MDST,3410,1941
MDST,2700,1936
MDST,3830,1944
RELB,3190,9815
PSYC,9942,9813
MDST,2100,1934
MDST,2810,1937
PLAN,3011,14312
MDST,1300,1932
MDST,3559,1942
RELB,3160,9814
MATH,5100,1892
MATH,9800,1926
NURS,3559,13940
MDST,2559,1935
PSYC,395,5637
PSYC,387,5635
PSYC,393,5636
PSYC,396,5638
PSYC,385,5633
PSYC,386,5634
ARAB,4993,114
MED,6601,1951
ARAB,3230,13236
ENGL,8500,14645
MED,8651,1961
MED,8656,1963
ENGL,8540,14430
MED,9664,1967
ENGL,8570,14646
ARAD,3100,120
MED,9665,1968
LAW,9169,10438
RELC,3804,9821
CHEM,898,3461
MED,8650,1960
MDST,4970,1949
MED,8646,1958
PHYS,5559,13168
MED,8698,1965
MED,8699,1966
MED,8652,1962
MED,8672,1964
DRAM,5070,10305
MED,9669,1969
MED,6602,1952
MED,6605,1953
MED,6606,1954
MED,7620,1955
PHYS,8640,9772
PHYS,9020,8589
RELB,5480,9816
MICR,8000,1975
MISC,1015,1985
ITAL,3250,9640
RELB,5715,9818
MICR,8005,1976
MISC,2015,1987
MESA,3470,1971
RELB,8210,9819
MISC,3015,1989
CS,1112,595
PLAC,5812,12727
CHEM,712,3455
CHEM,182,3430
ENGL,8998,1047
MISC,4015,1991
PLAN,6011,14313
ARAD,4500,13237
MICR,8010,1977
MICR,8020,1978
ARCH,1010,157
RELB,5490,9817
MICR,8021,1979
MICR,8203,1980
BIMS,818,3188
BIMS,820,3189
BIMS,822,3190
BIMS,824,3191
BIMS,832,3192
BIMS,834,3193
BIMS,836,3194
BIMS,838,3195
MSE,3610,1997
ARCH,6261,9428
RELC,5830,9822
ENGL,9545,14647
SOC,2730,11194
TBTN,8010,10230
MUSI,9998,2086
RELC,3231,9820
DRAM,7140,10306
ENGR,1420,7810
MSE,6050,2003
DRAM,7180,10307
MSE,6010,2002
KINE,3615,12445
LPPS,4735,14147
MUSI,9930,2085
RELC,8315,9823
PLCP,1010,2430
BIMS,844,3196
BIMS,848,3197
BIMS,852,3198
ARCH,5180,9427
RELC,8590,9824
MSE,7080,2007
EVSC,5082,12112
MSE,8970,2011
DRAM,7340,10309
MSE,6640,2006
MUEN,3650,2024
DRAM,7360,10310
DRAM,7380,10311
MSE,8999,2012
MSE,9970,2013
MUEN,3620,2022
MSE,9999,2014
MUEN,3651,2025
MUBD,2610,2016
FREN,3010,10346
CHEM,372,3437
MEST,496,4949
MUBD,2620,2017
MSP,3801,2015
MUSI,9999,2087
MUBD,2630,2018
MUBD,2640,2019
PLCP,4990,2447
FREN,3029,12113
MSE,7993,2010
BIMS,854,3199
BIMS,862,3200
BIMS,999,3202
BIOC,506,3203
BIMS,997,3201
DRAM,7559,10315
DRAM,1559,11803
MUPF,2180,2036
ARH,3207,9430
DANC,4993,636
ARH,2753,9429
MUPF,3110,2037
DRAM,7420,10312
ARH,3704,9431
PLAN,7040,13170
KINE,3500,11346
KINE,4000,11350
MUSI,8810,2079
MUSI,8960,2081
LPPS,5460,14148
MUSI,7547,2078
NCBM,203,2107
RELG,2370,9351
MUSI,8910,2080
BIOL,4760,12280
BIOC,508,3204
BIOC,814,3205
BIOC,816,3206
BIOC,902,3207
DRAM,7440,10313
DRAM,7460,10314
DRAM,4993,11805
DRAM,3590,11804
ENCW,2600,11263
MUSI,1070,2047
DRAM,8150,10317
MUSI,2110,2053
DRAM,8240,10318
CS,3710,13745
PHS,5470,9764
MUSI,2302,2054
DRAM,7680,10316
FREN,4123,12114
MUSI,4519,9293
MUSI,2080,2052
MUSI,2993,2056
MUSI,1993,2049
EDLF,9998,1018
MUPF,3190,2045
MUSI,1310,2048
MUSI,2340,2055
STAT,2559,2764
HIUS,8131,6817
KINE,3600,11347
MUSI,2020,2050
ARH,5607,9432
MUSI,3000,2057
ARH,7207,9433
UNST,8130,10875
MUSI,3380,2065
DRAM,9240,10319
RELG,2455,9825
MUSI,4543,2071
MUSI,3360,2064
MUSI,8993,2082
DRAM,9290,10320
MUSI,7509,2074
MUSI,7511,2075
MUSI,4993,2073
MUSI,7543,2077
MUSI,8998,2083
MUSI,4575,2072
PLIR,4450,11673
MUSI,4534,2070
MUSI,4331,2068
PHYE,1325,2314
EDLF,8387,14254
MUSI,7532,2076
PSYC,398,5639
PSYC,402,5641
PSYC,401,5640
NASC,3200,2090
WGS,2105,10876
NASC,3610,2091
LPPS,7184,14724
NCAR,109,2096
NCBM,140,2104
NCBM,160,2105
EDLF,8640,11257
NCBM,106,2099
FREN,4744,12115
NCAR,100,2094
KINE,3601,11348
NCAR,111,2097
NCAR,112,2098
NCPH,101,2150
NCBM,121,2103
ARH,9560,9436
NCBM,222,2108
NCBM,185,2106
BIOL,300,3240
NCBM,245,2110
NCBM,246,2111
NCBM,247,2112
NCBM,248,2113
NCBM,249,2114
NCBM,259,2121
LAW,9172,10441
NCBM,252,2116
NCBM,254,2117
RELG,2475,9826
NCFA,115,2127
NCBM,258,2120
ARCH,2010,158
NCED,137,2123
NCED,140,2124
NCED,142,2125
NCED,160,2126
NCFA,116,2128
NCED,117,2122
NCBM,255,2118
STAT,570,5964
EDLF,8665,10670
NCFA,118,2130
BIOL,302,3241
WGS,3450,10877
MUSI,7584,13628
GBUS,7237,12116
NCFL,111,2134
NCLE,103,2141
NCPD,101,2147
NCLE,100,2139
RELG,5170,9827
NCLE,107,2142
NCFL,117,2136
RELH,8559,9828
NCHP,100,2138
NCLE,101,2140
NCLE,109,2143
NCFL,103,2132
NCPD,104,2148
NCLE,112,2144
NCLE,113,2145
NCLE,114,2146
BIOC,904,3208
BIOC,908,3209
BIOC,912,3210
BIOC,914,3211
GBUS,7238,12117
ARTH,2451,9439
CE,6470,12591
ENGL,2910,14255
EDLF,9999,1019
NCPR,101,2154
NCPH,103,2151
NESC,8150,2167
MAE,2310,8279
NCSS,115,2157
RELI,3110,9829
WGS,3611,10878
NESC,8010,2165
NCPR,103,2156
ENGN,3630,12287
NESC,7030,2164
NUCO,1200,2176
ENSP,3850,8915
NESC,4995,2163
NESC,8450,2170
NRGA,1,2175
NRES,1,2174
NESC,8610,2171
NESC,8300,2169
STAT,596,5965
STAT,598,5966
STAT,722,5967
STAT,796,5968
STAT,899,5969
STAT,912,5970
STAT,996,5971
STAT,999,5972
PPOL,5225,11500
PSYC,7120,14315
PLAC,5610,2375
ARTH,2352,9438
NUCO,4400,2182
RELJ,3085,9830
NUCO,3600,2179
CS,9897,626
RELJ,3372,9831
NUCO,4100,2180
ARTH,2154,9437
NUCO,4430,2183
CS,6161,7614
NUCO,4480,2184
NUIP,3020,2188
NUIP,3210,2189
BIOC,918,3212
BIOC,920,3213
BIOC,922,3214
BIOC,926,3215
BIOC,928,3216
BIOC,930,3217
BIOC,932,3218
BIOC,934,3219
BIOC,936,3220
BIOC,938,3221
ARTH,275,6076
MAE,6110,6928
PATH,8440,2202
NURS,4993,2197
GBUS,7259,12118
PATH,9995,2206
PC,4020,2210
PHAR,9010,2232
CHEM,212,3431
PHYS,6263,11428
PC,4010,2209
PSYC,7420,2565
KINE,5740,13588
PATH,8480,2204
PC,4050,2211
RELG,3200,2619
PATH,9999,2208
PC,4070,2212
ARCH,2710,10617
DANC,2220,630
PC,4240,2213
PATH,9998,2207
PATH,8920,2205
PATH,8058,2199
BIOC,946,3222
LAW,9176,10444
KINE,5765,13591
PERS,3559,2223
PHAR,7010,2229
PERS,3019,2222
GBUS,7279,12119
PERS,8993,2226
KINE,5993,11359
PHIL,1510,2237
PETR,3559,2227
PHAR,8110,2230
PHAR,9999,2234
PHIL,1410,2236
PHIL,2110,2240
PERS,5559,2225
PETR,5559,2228
PHAR,9995,2233
PHIL,1730,2239
PLPT,3030,9789
PC,5080,2218
AAS,7300,13723
PERS,4993,2224
PHIL,2510,2242
PHAR,8998,2231
BIOC,950,3223
BIOC,958,3224
BIOC,961,3225
BIOC,963,3226
WGS,5500,10881
PHIL,4010,2252
PHIL,7500,2261
PHIL,4990,2254
PHIL,3310,2247
ARCH,5130,10618
PHIL,3150,2246
AAS,4109,11501
PHIL,7520,2263
PHIL,4993,2255
PHS,5559,2276
PSYC,7481,12520
PHIL,5500,2258
PSHM,3080,12782
PHIL,5420,2257
PHIL,8995,2268
PPOL,3290,12735
ARCH,3010,159
PHIL,7510,2262
PHIL,7710,2264
PHIL,8510,2267
PHIL,4500,2253
PHIL,7150,2260
PHIL,7120,2259
PHIL,8460,2266
PHS,5182,2275
PHS,5610,2277
KINE,6730,14105
GBUS,7292,1254
PHS,7180,2284
GBUS,7281,12121
PHS,7070,2282
PHS,8950,2294
KINE,5110,11353
DRAM,2050,13749
PPOL,3295,13171
POL,2210,2501
EDIS,999,3921
PPOL,4720,12738
PHS,7190,2285
PHS,7950,2291
KINE,5210,11354
AAS,4559,11502
AAS,4500,7
PHS,7700,2290
PHS,8890,2292
PHS,8961,2296
