ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,WaitlistLimit,Description,Disciplines,Cost
10131,LPPP,3500,001,Lecture,3,Stephanie Randolph,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Special Topics in Social Entrepreneurship,Impact Invst in Act:Appalachia,Open,14,15,0,10,Topical course in social entrepreneurship,,
10148,MDST,2508,001,SEM,3,Anna Clay,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Topics in Media Practice,ExperntlMultimediaStorytelling,Open,11,12,0,10,"This course will provide practice-based learning opportunities for students in various forms of media, including video, podcasting, film, etc.",,
10141,MDST,2710,001,WKS,3,Matthew Marshall,motuwethfrsa 11:00am - 4:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Screenwriting,,Open,26,30,0,10,"An introduction to the art and craft of screenwriting through the writing and discussion of short scripts. Will involve study of screenplays and films, and focus on the basic elements of screenwriting, including story structure, creation of character, and formatting. Prerequisite: Media studies major or instructor permission.","Artistic, Interpretive, & Philosophical Inquiry",
10132,MDST,3504,001,SEM,3,Keara Goin,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Topics in Global Media,Mexico Goes to Hollywood,Open,8,10,0,10,"This course offers historical, comparative, critical, and media industry perspectives on global media. It explores how capital, geopolitics, new technologies and forms of production and consumption impact global media flows. Topics include studies of media systems, textual traditions, media circulation, globalization, the role of media technologies in international affairs, and the role of transnationalism in national and international affairs.",,
10110,MDST,3559,001,SEM,3,Siva Vaidhyanathan,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,New Course in Media Studies,Al & the Future of Creativity,Closed,10,0,0,10,This course provides the opportunity to offer a new course in the subject of Media Studies.,"Artistic, Interpretive, & Philosophical Inquiry",
10112,MUSI,2559,1,Lecture,3,"Nathan Moore, Mary McGehee",motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,New Course in Music,Sound Production & Storytellin,Open,8,15,0,10,This course provides the opportunity to offer new topics in the subject of Music.,,
10027,PHS,8880,001,PRA,1 - 3,Aaron Pannone,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Integrative Learning RP Part 1,,Open,0,2,0,0,Practicum associated with Methods Course for Research in Practice Concentration. Prerequisite: Instructor Permission,,
10024,PHS,8881,001,PRA,1 - 3,Rajesh Balkrishnan,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,0,2,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10025,PHS,8881,002,PRA,1 - 3,Aaron Pannone,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,0,30,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10026,PHS,8881,003,PRA,1 - 3,Heather Zelle,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Integrative Learning HP Part 1,,Open,0,30,0,0,"Practicum associated with Methods Course for Health Policy, Law & Ethics Concentration. Prerequisite: Instructor Permission",,
10023,PHS,8901,001,PRA,1,Paige Hornsby,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Applied Practice Experience II,,Open,0,30,0,0,"The Applied Practice is a planned, supervised & evaluated work experience with an organization that contributes to the health of a community. Students apply skills learned in the program to a real-world setting & work toward achieving competencies. Placements are selected based on the interests & needs of the student. A min of 50 hours is required; placements may occur during an academic year, one semester or over summer.",,
10161,PHS,8960,001,Lecture,1 - 6,Ruth Bernheim,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Supervised Independent Research I,,Closed,1,1,0,0,Supervised Independent Research,,
10149,PHYS,1130,001,Lecture,3,Richard Lindgren,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Physics of Sports,,Open,45,60,0,10,"A study of the physics concepts behind the motion of spinning and curving projectiles in worldwide sports such as soccer, tennis, basketball, baseball, football, etc. and rolling and sliding balls/diska along a flat surface. Basic explanations include utilizing kinematics, gravity, friction, air flow, and Newton's Laws. Learn about hang time, topspin, dimples,drag crisis, sideways forces, least energy launch angle, jumping, and crouching.",Science & Society,
10108,PHYS,1559,001,Lecture,3,"Robert Group, Robert Hirosky",motuwethfrsa 10:00am - 4:00pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,New Course in Physics,Machine Learning,Open,6,15,0,10,New course in the subject of physics.,"Quantification, Computation & Data Analysis",
10120,PLAP,3160,001,SEM,3,Paul Freedman,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Politics of Food,,Open,37,40,0,10,"This course looks at the production and consumption of food in a political context. We will explore legislation, regulation, and other policies that affect the food system and examine their implications for the environment, public health and democratic politics. We will look closely at controversies over agricultural subsidies, labeling requirements, farming practices, food safety, advertising and education.",Cultures & Societies of the World$Social & Economic Systems,
10118,PLAP,3420,001,Lecture,3,"Kenneth Stroupe, Mary Brown",motuwethfrsa 10:00am - 4:00pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Virginia Government and Politics,,Open,17,30,0,10,"Course will provide students with a comprehensive understanding of the structure, functions and processes of state and local government in Virginia and to introduce students to political leaders and policymakers of state government. When the course is finished, students should be able to answer journalist Guy Friddell's query: ""What is it about Virginia?""",Social & Economic Systems,
10140,PSYC,2150,001,Lecture,3,Mariana Golino,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Introduction to Cognition,,Closed,50,50,0,10,"Cognition is the activity of knowing: the acquisition, organization, and use of knowledge. Emphasizing fundamental issues, this course introduces such basic content areas in cognitive psychology as perception, memory, language, cognitive development, and philosophy of science. An optional weekly review session is offered for those who wish to attend.",Living Systems,
10097,PSYC,2500,001,SEM,3,Hudson Golino,tba,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Topics in Psychology,Psychology of Misinformation,Open,111,120,0,50,This course covers a variety of special topics in the field of psychology.,Social & Economic Systems,
10114,PSYC,3210,001,Laboratory,3,Erin Clabough,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,RM: Psychobiology Laboratory,,Closed,12,12,0,5,"Develops skills necessary for the study of neural bases of behavior, such as brain dissection, electrophysiology, histology, behavioral analysis, and genetic/epigenetic analyses. Emphasis is on mastering contemporary techniques used in neuroscience research and effective, professional written presentation of research findings. Prerequisite: PSYC 2200 or 4200 or BIOL 3050 or PSYC 3200; PSYC 3005 recommended.",Living Systems,
10155,PSYC,3280,001,Lecture,3,Adema Ribic,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,RM: Imag(in)e Neurons-Brain Function Thru a Lens,,Open,9,10,0,5,"Imag(in)e Neurons is an RM course that provides an authentic research experience to enrolled students. Through an experiment focused on using quantitative confocal microscopy, students will learn tissue processing, immunohistochemistry, microscopy, basic programming and image analysis. Final assignment includes preparing the results for a poster presentation at the Reid Conference. ",Living Systems,
10113,PSYC,4100,001,SEM,3,Cedric Williams,motuwethfrsa 9:00am - 2:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,"Neuroscience of Learning, Emotions and Motivation of Functional Behavior",,Open,14,30,0,10,"Learning, Emotions and Motivation will be explored from animal models of clinical conditions, historical case studies in humans of brain-derived emotional disturbances, and current innovations to treat brain disorders. These important discoveries will be presented for students to understand underlying biological and neural mechanisms that mediate adaptive changes to motivate healthy behavior.",Living Systems,
10147,PSYC,4260,001,SEM,3,Jessica Connelly,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,RM: Genetic and Epigenetic Research in Behavior,,Open,14,24,0,10,We will discuss basic concepts in genetics/epigenetics and the role these molecular modifications play in behavior and disorder. We will evaluate empirical papers and learn the molecular techniques described within them. Completion of this course should result in increased knowledge of the use of genome level data in psychology and biology.,,
10142,PSYC,4350,001,Lecture,3,Meghan Puglia,motuwethfrsa 9:30am - 3:00pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,RM: Research Methods in Developmental Cognitive Neuroscience,,Closed,12,12,0,5,"This course offers a practical introduction to techniques in developmental cognitive neuroscience including electroencephalography (EEG), functional near-infrared spectroscopy (fNIRS), and functional magnetic resonance imaging (fMRI). Students will gain hands-on experience collecting and analyzing neuroscientific data and an understanding of how human neuroscience techniques may inform our understanding of the developing brain.",Living Systems,
10115,PSYC,4500,001,SEM,3,Tobias Grossmann,motuwethfrsa 9:00am - 2:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Special Topics in Psychology,Consciousness,Open,14,20,0,10,Topical Offerings in Psychology,,
10129,PSYC,5326,001,SEM,3,James Coan,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,The Neuroscience of Social Relationships,,Open,14,17,0,10,"This course will provide a broad overview of neuroscientific research into social relationships. The field is relatively new, and changing quickly. After a brief review of the neuroscientific methods we are likely to encounter in this literature, the course will be oriented toward readings and discussion, with brief research proposals presented at the end. PSYC 2200 or BIOL 3050 recommended.",,
10137,RELB,2100,001,Lecture,3,Kurtis Schaeffer,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Buddhism,,Open,26,30,0,10,"Theravada, Mahayana, and Tantrayana Buddhist developments in India.",Cultures & Societies of the World$Historical Perspectives,
10124,SLAV,2360,001,Lecture,3,Stanley Stepanic,motuwethfrsa 10:00am - 3:30pm,***,01/02/2025 - 01/11/2025,,,,,,,,,,,,,Dracula,,Open,68,100,0,25,"An introduction to Slavic folklore with special emphasis on the origins and subsequent manifestations of vampirism. Western perceptions, misperceptions, and adaptations of Slavic culture are explored and explicated. The approach is interdisciplinary: folklore, history, literature, religion, film, disease and a variety of other topics.","Artistic, Interpretive, & Philosophical Inquiry$Cultures & Societies of the World",
