Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,NofStudents,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2020 Fall,FREN,1050,Accelerated Elementary French,014277,"Allen,Mary Elizabeth",001,13280,CGAS,3.9,13,0,10,2,0,0,0,0,0,0,1
2020 Fall,FREN,1050,Accelerated Elementary French,014277,"Allen,Mary Elizabeth",002,13279,CGAS,3.9,14,1,10,3,0,0,0,0,0,0,0
2020 Fall,FREN,1050,Accelerated Elementary French,014277,"Rey,Cecile Helene Christiane",003,13798,CGAS,3.3,12,0,3,5,1,2,0,0,0,0,1
2020 Fall,FREN,2010,Intermediate French I,014315,"Hall,Elizabeth B",005,13284,CGAS,3.7,16,0,11,1,2,2,0,0,0,0,0
2020 Fall,FREN,2010,Intermediate French I,014315,"Hall,Elizabeth B",006,13283,CGAS,3.8,15,2,8,3,1,0,1,0,0,0,0
2020 Fall,FREN,2010,Intermediate French I,014315,"Hall,Elizabeth B",007,13281,CGAS,3.4,13,0,5,5,1,0,1,0,0,0,1
2020 Fall,FREN,2020,Intermediate French II,014316,"Allen,Mary Elizabeth",007,13290,CGAS,3.8,13,0,9,2,1,1,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",001,18449,CGAS,3.8,13,0,8,3,1,1,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",002,13288,CGAS,3.5,13,0,3,6,2,1,0,1,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",003,13291,CGAS,3.8,13,0,9,3,0,1,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",004,13289,CGAS,3.9,16,0,13,2,0,1,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",005,13292,CGAS,3.9,16,0,13,3,0,0,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",006,13287,CGAS,3.8,15,0,10,4,1,0,0,0,0,0,1
2020 Fall,FREN,2020,Intermediate French II,014316,"Simotas,Spyridon",003,13291,CGAS,3.8,13,0,9,3,0,1,0,0,0,0,0
2020 Fall,FREN,2020,Intermediate French II,014316,"Simotas,Spyridon",004,13289,CGAS,3.9,16,0,13,2,0,1,0,0,0,0,0
2020 Fall,FREN,2320,Intensive Intermediate French,014336,"Hapgood,Pascale Annick",002,13293,CGAS,3.8,12,0,5,7,0,0,0,0,0,0,0
2020 Fall,FREN,3030,Phonetics,014365,"Saunders,Gladys E",001,14650,CGAS,3.9,14,0,11,3,0,0,0,0,0,0,0
2020 Fall,FREN,3031,Finding Your Voice in French,014357,"Geer,Rachel Carrie",001,13295,CGAS,3.6,12,0,5,4,1,2,0,0,0,0,0
2020 Fall,FREN,3031,Finding Your Voice in French,014357,"Geer,Rachel Carrie",002,13297,CGAS,3.5,16,0,5,4,6,0,1,0,0,0,0
2020 Fall,FREN,3031,Finding Your Voice in French,014357,"Lombart,Nicolas",003,13294,CGAS,3.9,13,3,8,2,0,0,0,0,0,0,0
2020 Fall,FREN,3031,Finding Your Voice in French,014357,"Lombart,Nicolas",004,13296,CGAS,4,13,3,10,0,0,0,0,0,0,0,0
2020 Fall,FREN,3032,"Text, Image, Culture",014358,"Dramé,Kandioura",004,14538,CGAS,3.6,16,0,5,5,4,2,0,0,0,0,0
2020 Fall,FREN,3032,"Text, Image, Culture",014358,"Hall,Elizabeth B",003,14863,CGAS,3.8,20,0,10,8,2,0,0,0,0,0,0
2020 Fall,FREN,3032,"Text, Image, Culture",014358,"McGrady,Deborah Lynn",001,13298,CGAS,3.8,15,0,12,1,2,0,0,0,0,0,0
2020 Fall,FREN,3032,"Text, Image, Culture",014358,"Tsien,Jennifer Shianling",002,13299,CGAS,3.8,17,0,11,6,0,0,0,0,0,0,0
2020 Fall,FREN,3035,Business French,043755,"Simotas,Spyridon",001,18451,CGAS,3.7,15,0,2,13,0,0,0,0,0,0,0
2020 Fall,FREN,3036,Introduction to Translation,045424,"Hall,Elizabeth B",001,16489,CGAS,3.8,22,0,16,4,1,1,0,0,0,0,0
2020 Fall,FREN,3041,French-Speaking World I,014366,"Ogden,Amy V",001,16490,CGAS,3.6,13,0,4,5,4,0,0,0,0,0,0
2020 Fall,FREN,3042,French-Speaking World II,014367,"Lyons,John D",001,18452,CGAS,3.9,14,5,8,1,0,0,0,0,0,0,0
2020 Fall,FREN,3585,Topics in Cultural Studies,014370,"Lombart,Nicolas",001,19739,CGAS,4,14,7,7,0,0,0,0,0,0,0,0
2020 Fall,FREN,4410,The Enlightenment,043674,"Tsien,Jennifer Shianling",001,18453,CGAS,3.8,16,2,8,5,0,1,0,0,0,0,0
2020 Fall,FREN,5011,Old French,037473,"Ogden,Amy V",001,19616,CGAS,-,-,3,2,0,0,0,0,0,0,0,0
2020 Fall,FREN,8510,Seminar in Medieval Literature,014498,"Ogden,Amy V",002,16499,CGAS,-,-,2,3,1,0,0,0,0,0,0,0
2020 Fall,GBAC,7200,Enterprise Analytics I,045272,"Maxham III,James G",001,20795,MCDG,3.8,68,5,26,35,1,0,0,0,0,0,1
2020 Fall,GBAC,7201,Enterprise Analytics II,015394,"Lenox,Michael James",001,20797,MCDG,3.5,69,0,14,28,16,7,3,0,0,0,1
2020 Fall,GBAC,7202,Enterprise Analytics III,045275,"Loutskina,Elena",001,20798,MCDG,3.4,65,0,9,16,30,8,0,0,1,0,1
2020 Fall,GBAC,7203,Enterprise Analytics IV,045274,"Andrasko,Joseph",001,21171,MCDG,3.4,67,1,12,12,32,6,2,1,0,0,1
2020 Fall,GBAC,7204,Customer Analytics I: Pricing,045276,"Wilcox Jr.,Ronald Thomas",001,20799,MCDG,3.5,59,4,14,15,18,6,0,0,1,0,1
2020 Fall,GBAC,7205,Data Analytics I,045278,"Albert,Michael J",001,20800,MCDG,3.4,63,3,6,15,28,10,0,0,0,0,1
2020 Fall,GBAC,7206,Leadership I,045279,"Carfagno,Kerrie Aman",001,20801,MCDG,3.5,64,0,15,20,19,6,1,1,1,0,1
2020 Fall,GBAC,7207,Leadership II,045280,"Laseter,Timothy Marks",001,20802,MCDG,3.4,64,0,8,13,32,9,1,0,0,0,1
2020 Fall,GCCS,3010,"Global Commerce:Concepts,Cases",045924,"Goldblatt,Laura Emily",001,19860,CGAS,3.7,19,1,5,9,3,0,0,0,0,0,1
2020 Fall,GCNL,5020,Principles of Pharmacology,042836,"Epstein,Elizabeth Gingell",001,12861,NURS,3.8,44,1,26,14,2,1,0,0,0,0,0
2020 Fall,GCNL,5110,Adults & Older Adults,015372,"Roberts,Sarah Elizabeth",001,12808,NURS,3.7,45,0,17,25,3,0,0,0,0,0,0
2020 Fall,GCNL,5160,Persons w/Psychiatric Illness,015377,"Barbero,Edie Devers",001,12809,NURS,3.9,45,29,12,4,0,0,0,0,0,0,0
2020 Fall,GCNL,5180,Synthesis Practicum,015379,"Drake,Emily Eiwen",001,12838,NURS,4,38,6,32,0,0,0,0,0,0,0,0
2020 Fall,GCNL,5210,Leadership in Healthcare Syst,015367,"Bragg,Sharon R.",001,12807,NURS,4,45,24,21,0,0,0,0,0,0,0,0
2020 Fall,GCNL,5240,Leadership Seminar,015369,"DeGuzman,Pamela Baker",001,12841,NURS,3.6,43,6,22,5,2,4,3,0,0,0,1
2020 Fall,GCOM,7010,Global Strategy and Systems,038175,"Harris,Ira C",001,10363,COMM,3.5,56,0,15,15,22,2,1,0,0,0,1
2020 Fall,GCOM,7010,Global Strategy and Systems,038175,"Harris,Ira C",002,10371,COMM,3.5,55,0,9,25,14,7,0,0,0,0,0
2020 Fall,GCOM,7020,Strategic Cost Management,015390,"Roberts,Andrea A",001,10365,COMM,3.6,58,0,15,24,17,0,1,0,0,0,1
2020 Fall,GCOM,7020,Strategic Cost Management,015390,"Roberts,Andrea A",002,10372,COMM,3.5,60,0,9,29,22,0,0,0,0,0,0
2020 Fall,GCOM,7030,Financial Accounting,038176,"Koch,Adam S",001,10366,COMM,3.5,57,1,19,12,15,7,2,0,0,0,1
2020 Fall,GCOM,7030,Financial Accounting,038176,"Koch,Adam S",002,10373,COMM,3.5,60,0,19,11,19,10,1,0,0,0,0
2020 Fall,GCOM,7040,Marketing & QA,037978,"Mittal,Chiraag",001,10367,COMM,3.5,62,0,21,18,10,8,2,0,1,0,2
2020 Fall,GCOM,7040,Marketing & QA,037978,"Mittal,Chiraag",002,10374,COMM,3.4,62,0,5,26,17,10,3,1,0,0,0
2020 Fall,GCOM,7050,Organizational Behavior,037979,"Zhao,Yue",001,10368,COMM,3.7,61,2,23,20,15,0,0,0,0,0,1
2020 Fall,GCOM,7050,Organizational Behavior,037979,"Zhao,Yue",002,10375,COMM,3.6,60,0,20,21,17,2,0,0,0,0,0
2020 Fall,GCOM,7060,Financial Management,038177,"Kulkarni,Sheisha",001,10369,COMM,3.8,49,2,28,16,3,0,0,0,0,0,0
2020 Fall,GCOM,7060,Financial Management,038177,"Kulkarni,Sheisha",002,10376,COMM,3.8,44,1,22,19,0,1,0,0,0,0,1
2020 Fall,GCOM,7060,Financial Management,038177,"Kulkarni,Sheisha",003,19575,COMM,3.9,32,1,24,6,1,0,0,0,0,0,0
2020 Fall,GCOM,7210,Intro to Business Analytics,043907,"Kitchens,Brent Michael",1,10407,COMM,3.8,53,0,28,18,7,0,0,0,0,0,0
2020 Fall,GCOM,7250,Product & Project Management,040143,"Gregory,Robert Wayne",1,10405,COMM,3.3,44,0,6,17,5,4,7,4,0,0,1
2020 Fall,GCOM,7263,Intro to Cybersecurity,045614,"Wright,Ryan Timothy",001,10464,COMM,3.7,14,0,5,6,2,1,0,0,0,0,0
2020 Fall,GCOM,7320,Accounting Policy,015399,"Lefanowicz,Craig Edward",1,10401,COMM,3.7,22,0,9,8,3,2,0,0,0,0,0
2020 Fall,GCOM,7320,Accounting Policy,015399,"Lefanowicz,Craig Edward",2,10402,COMM,3.6,22,0,11,7,2,0,1,0,0,0,1
2020 Fall,GCOM,7342,Judgment & Decsn Makg in Acc,044608,"Winchel,Jennifer Lynn",001,10427,COMM,3.8,19,0,12,5,1,1,0,0,0,0,0
2020 Fall,GCOM,7371,F/S Analysis and Valuation,041148,"Yu,Yingri",001,19576,COMM,3.6,16,0,5,10,0,0,0,0,1,0,0
2020 Fall,GCOM,7380,Data Mgt & Analytics for Accts,044316,"Maurer,Christopher Scott",001,10417,COMM,3.7,17,1,6,6,3,1,0,0,0,0,0
2020 Fall,GCOM,7380,Data Mgt & Analytics for Accts,044316,"Maurer,Christopher Scott",002,10418,COMM,3.5,20,1,5,9,3,1,0,0,0,0,1
2020 Fall,GCOM,7400,Leading for Success in Acct,039676,"Roberts,Andrea A",001,10377,COMM,3.9,44,0,32,12,0,0,0,0,0,0,0
2020 Fall,GCOM,7430,Tax of Part/Flow Thr Entities,015408,"Porter,Susan Lynne",001,10362,COMM,3.5,14,0,4,2,6,2,0,0,0,0,0
2020 Fall,GCOM,7641,Communicating Eff as Acct Prof,039826,"Pentz-Harris,Marcia Lynne",1,10403,COMM,3.7,22,0,6,12,4,0,0,0,0,0,0
2020 Fall,GCOM,7641,Communicating Eff as Acct Prof,039826,"Pentz-Harris,Marcia Lynne",2,10404,COMM,3.7,20,1,7,9,3,0,0,0,0,0,0
2020 Fall,GCOM,7710,Corporate Valuation & Finance,038182,"Marston,Felicia Chapman",1,10406,COMM,3.5,30,1,5,10,11,3,0,0,0,0,0
2020 Fall,GCOM,7790,Enterprise Architecture,015433,"Grazioli,Stefano",001,10383,COMM,3.4,17,1,2,8,1,2,3,0,0,0,0
2020 Fall,GCOM,7790,Enterprise Architecture,015433,"Grazioli,Stefano",002,20841,COMM,3.3,44,1,3,13,10,14,1,0,0,0,2
2020 Fall,GCOM,7800,Adv Enterprise Architecture,015434,"Grazioli,Stefano",001,10384,COMM,3.4,17,1,2,8,1,2,3,0,0,0,0
2020 Fall,GCOM,7800,Adv Enterprise Architecture,015434,"Grazioli,Stefano",002,20875,COMM,3.3,44,1,3,13,10,14,1,0,0,0,2
2020 Fall,GCOM,7829,IT Budgeting & Cost Mgmt,045634,"Lefanowicz,Craig Edward",001,10466,COMM,3.7,23,0,10,8,2,3,0,0,0,0,0
2020 Fall,GCOM,7829,IT Budgeting & Cost Mgmt,045634,"Lefanowicz,Craig Edward",002,10467,COMM,3.4,34,0,8,7,9,4,3,0,0,0,3
2020 Fall,GDS,3010,Global Development Theory I,039893,"Kruks-Wisner,Gabrielle Kaya",001,13856,CGAS,3.8,32,0,21,9,2,0,0,0,0,0,0
2020 Fall,GDS,3100,Development on the Ground,039954,"Edmunds,David Stuart",001,13877,CGAS,3.9,31,5,23,3,0,0,0,0,0,0,0
2020 Fall,GDS,3114,"Science, Tech & Development",043964,"Edmunds,David Stuart",001,18474,CGAS,3.8,18,5,8,3,2,0,0,0,0,0,0
2020 Fall,GERM,1010,Elementary German,015642,"Neuhaus,Christina Aline",001,13303,CGAS,3.8,20,4,9,1,5,0,0,0,0,0,1
2020 Fall,GERM,1010,Elementary German,015642,"Neuhaus,Christina Aline",003,13305,CGAS,3.7,15,3,6,2,2,1,1,0,0,0,0
2020 Fall,GERM,1010,Elementary German,015642,"Trice,Ruth Angela",004,13304,CGAS,3.7,19,3,13,1,0,0,1,0,0,0,1
2020 Fall,GERM,1020,Elementary German,015643,"Schenberg,Cora",002,13306,CGAS,3.8,15,1,10,0,2,1,0,0,0,0,1
2020 Fall,GERM,2010,Intermediate German,015678,"Schenberg,Cora",001,13308,CGAS,3.8,16,1,10,4,1,0,0,0,0,0,0
2020 Fall,GERM,2010,Intermediate German,015678,"Schenberg,Cora",002,13310,CGAS,3.7,15,2,6,5,0,2,0,0,0,0,0
2020 Fall,GERM,2010,Intermediate German,015678,"Schroeder,Kathryn Noel Dunleavy",003,13309,CGAS,3.7,14,1,7,3,3,0,0,0,0,0,0
2020 Fall,GERM,2050,German Express,039564,"Neuhaus,Christina Aline",001,18481,CGAS,3.7,11,3,4,1,1,1,1,0,0,0,0
2020 Fall,GERM,3000,Grammar in Use,015707,"Gutterman,Julia",001,14795,CGAS,3.9,19,0,17,2,0,0,0,0,0,0,0
2020 Fall,GETR,3372,German Jewish Cult & Histor,041371,"Finder,Gabriel",002,19995,CGAS,3.5,13,0,5,2,4,2,0,0,0,0,0
2020 Fall,GETR,3464,Stories of Love and Adventure,045859,"McDonald,William C",001,19387,CGAS,3.9,16,0,11,5,0,0,0,0,0,0,0
2020 Fall,GETR,3590,Course(s) in English,015969,"Schmid,Marcel",002,15955,CGAS,3.9,17,0,15,2,0,0,0,0,0,0,0
2020 Fall,GETR,3590,Course(s) in English,015969,"Schmid,Marcel",003,15956,CGAS,3.9,30,2,21,7,0,0,0,0,0,0,0
2020 Fall,GETR,3590,Course(s) in English,015969,"Schmid,Marcel",005,18485,CGAS,3.8,14,0,10,3,1,0,0,0,0,0,0
2020 Fall,GETR,3692,The Holocaust,039523,"Finder,Gabriel",002,19307,CGAS,3.7,11,0,7,1,2,1,0,0,0,0,0
2020 Fall,GETR,3692,The Holocaust,039523,"Finder,Gabriel",003,19994,CGAS,3.5,13,0,3,4,5,0,1,0,0,0,0
2020 Fall,GNUR,5010,Introduction to Telehealth,043818,"Schweickert,Patricia Alane",001,12913,NURS,3.7,18,1,11,3,1,1,1,0,0,0,0
2020 Fall,GNUR,5030,Leading with Presence,045545,"Powell,Elizabeth Anne",001,12993,NURS,-,-,0,5,3,0,0,0,0,0,0,0
2020 Fall,GNUR,5270,Care Environment Management II,016899,"Ridge,Richard A.",001,12840,NURS,3.9,47,6,38,3,0,0,0,0,0,0,0
2020 Fall,GNUR,5390,Intro. to U.S. Healthcare,043722,"Mayes,Ben Richardson",001,12910,NURS,3.9,76,1,67,6,2,0,0,0,0,0,0
2020 Fall,GNUR,6010,Advanced Pathophysiology,016929,"Quatrara,Beth Ann Dierdorf",001,12812,NURS,3.8,75,2,41,22,9,0,0,0,0,0,1
2020 Fall,GNUR,6025,Advanced Health Assessment,016901,"Eastham,Linda Ann",001,12981,NURS,3.8,17,1,9,7,0,0,0,0,0,0,0
2020 Fall,GNUR,6025,Advanced Health Assessment,016901,"Eastham,Linda Ann",002,21027,NURS,3.8,11,0,5,6,0,0,0,0,0,0,0
2020 Fall,GNUR,6031,Transition to Adv Practice,016923,"Reid,Kathryn Ballenger",001,12811,NURS,3.9,59,1,49,8,0,0,0,0,0,0,0
2020 Fall,GNUR,6050,Theoretical Foundation of Nurs,016925,"Metzger,Maureen J",001,12956,NURS,3.9,34,0,29,5,0,0,0,0,0,0,0
2020 Fall,GNUR,6054,Rsch & Biostats Proc Hlth Care,016931,"Drake,Emily Eiwen",004,13012,NURS,3.8,19,1,8,9,0,0,0,0,0,0,1
2020 Fall,GNUR,6054,Rsch & Biostats Proc Hlth Care,016931,"Evans,Emily Cowley",002,12912,NURS,3.8,13,0,7,6,0,0,0,0,0,0,0
2020 Fall,GNUR,6054,Rsch & Biostats Proc Hlth Care,016931,"Westphal,Richard John",003,13011,NURS,3.8,24,2,11,11,0,0,0,0,0,0,0
2020 Fall,GNUR,6054,Rsch & Biostats Proc Hlth Care,016931,"Yost,Terri Lynn",001,12966,NURS,3.8,19,0,11,7,0,0,0,0,0,0,1
2020 Fall,GNUR,6056,Health Policy: Local to Global,016935,"Acquaviva,Kimberly Deanne",001,12969,NURS,3.9,20,10,8,1,0,0,0,0,0,0,1
2020 Fall,GNUR,6058,"Nursng, Ethics & Hthcare Arena",016894,"Hurst,Ashley Robin",001,12810,NURS,3.9,40,0,29,11,0,0,0,0,0,0,0
2020 Fall,GNUR,6251,Bio Basis of Mental Health,017010,"Westphal,Richard John",001,12814,NURS,3.7,17,0,5,11,0,1,0,0,0,0,0
2020 Fall,GNUR,6315,AGAC Seminar II,017000,"Esquivel,Jill Howie",001,17736,NURS,3.7,31,0,10,15,5,1,0,0,0,0,0
2020 Fall,GNUR,6630,Women & Children PC Practicum,044778,"Newberry,Yvonne G",001,12960,NURS,-,-,0,1,2,3,1,1,0,0,0,0
2020 Fall,GNUR,6632,PNP-AC Seminar II,044779,"Haizlip,Julie A",001,12970,NURS,3.8,11,1,6,4,0,0,0,0,0,0,0
2020 Fall,GNUR,6635,PNP-AC Practicum II,044782,"Kelly,Tracy Patricia",001,12971,NURS,3.8,11,0,7,3,1,0,0,0,0,0,0
2020 Fall,GNUR,6641,FNP Seminar I,044787,"Eastham,Linda Ann",001,12959,NURS,3.8,15,0,8,7,0,0,0,0,0,0,0
2020 Fall,GNUR,6643,FNP Practicum I,045106,"Yost,Terri Lynn",001,12972,NURS,4,17,2,15,0,0,0,0,0,0,0,0
2020 Fall,GNUR,6651,PNP-PC Seminar I,044790,"Richardson,Ginger",001,12958,NURS,-,-,2,3,1,0,0,0,0,0,0,0
2020 Fall,GNUR,6653,PNP-PC Practicum I,044792,"Boitnott,Amy Drake",001,12961,NURS,-,-,3,2,0,0,0,0,0,0,0,0
2020 Fall,GNUR,6730,"Genetics, Embryology & Dev Phy",044650,"Reyna,Barbara A",001,12953,NURS,-,-,0,3,4,1,1,0,0,0,0,0
2020 Fall,GNUR,7251,PMHNP Practicum I,017014,"Reichenbacker,Olivia Louise",001,12815,NURS,4,23,11,10,0,0,0,0,0,0,0,1
2020 Fall,GNUR,7311,AG ACCNS Practicum I,037475,"Quatrara,Beth Ann Dierdorf",001,12853,NURS,-,-,0,5,1,1,0,0,0,0,0,0
2020 Fall,GNUR,7312,AG ACNP Practicum I,037476,"Deivert,Mary Margaret",001,12837,NURS,3.9,32,3,22,6,1,0,0,0,0,0,0
2020 Fall,GNUR,8240,DNP Seminar I,043777,"Friberg,Elizabeth",001,19004,NURS,3.9,15,2,12,1,0,0,0,0,0,0,0
2020 Fall,GNUR,8250,Applied Stats for Clin Prac,044796,"Byon,Ha Do",001,12957,NURS,3.9,20,12,4,3,1,0,0,0,0,0,0
2020 Fall,GNUR,8410,Proposal Writing Seminar I,017085,"Alhusen,Jeanne L",001,12881,NURS,-,-,1,3,2,0,0,0,0,0,0,0
2020 Fall,GNUR,8650,Info Sys & Patient Care Tech,017041,"Cieslowski,Bethany Jeanne",001,12818,NURS,3.9,11,0,9,2,0,0,0,0,0,0,0
2020 Fall,GNUR,8670,Resilient Leadership,045530,"Ridge,Richard A.",001,12992,NURS,3.9,15,11,2,2,0,0,0,0,0,0,0
2020 Fall,GNUR,9620,DNP Practicum II,017082,"DeGennaro,Regina Maffeo",001,19588,NURS,4,12,6,6,0,0,0,0,0,0,0,0
2020 Fall,GREE,1010,Elementary Greek,017175,"George,Coulter Harris",100,13320,CGAS,3.8,15,0,7,7,1,0,0,0,0,0,1
2020 Fall,GREE,5230,Survey of Hellenistic Poetry,017223,"Petrovic,Ivana",001,19585,CGAS,-,-,1,3,1,1,0,0,0,0,0,0
2020 Fall,GREE,5559,New Course: GREE,038606,"Dillery,John D",001,18430,CGAS,-,-,0,4,1,1,0,0,0,0,0,0
2020 Fall,GSMS,3010,Global Middle East &South Asia,044594,"Zeweri,Helena",001,15518,CGAS,3.9,28,0,22,5,1,0,0,0,0,0,1
2020 Fall,GSSJ,3010,Global Security and Justice,043544,"Furia,Peter Andrew",001,15042,CGAS,3.9,26,1,18,7,0,0,0,0,0,0,0
2020 Fall,GSSJ,3579,Practicum-Securityand Justice,043343,"Zeweri,Helena",001,20302,CGAS,3.9,15,0,13,1,1,0,0,0,0,0,0
2020 Fall,GSSJ,4559,New Sem Global Sec and Jus,043342,"Zeweri,Helena",001,20303,CGAS,3.9,12,0,10,2,0,0,0,0,0,0,0
2020 Fall,GSVS,2050,Sustainable Energy Systems,044233,"Groves,James Frederick",001,15889,CGAS,3.4,30,0,9,10,2,4,3,1,0,0,1
2020 Fall,GSVS,2150,Global Sustainability,043975,"Crisman,Phoebe",001,15822,CGAS,3.8,29,4,19,4,1,0,0,0,1,0,0
2020 Fall,GSVS,3010,Sustainable Design Thinking I,045574,"Groves,James Frederick",001,17004,CGAS,3.5,14,0,10,1,2,0,0,0,0,0,1
2020 Fall,HEBR,1010,Intro to Modern Hebrew I,017984,"Gilboa,Zvi",001,13328,CGAS,3.9,20,14,3,2,1,0,0,0,0,0,0
2020 Fall,HIAF,1501,Intro Sem in African History,018130,"La Fleur,James Daniel",001,17674,CGAS,3.8,15,0,11,3,0,0,0,1,0,0,0
2020 Fall,HIAF,3021,History of Southern Africa,018140,"Mason,John E",001,15502,CGAS,3.8,21,0,17,2,0,0,0,0,1,0,1
2020 Fall,HIAF,3051,West African History,018143,"La Fleur,James Daniel",001,16145,CGAS,3.9,24,3,14,5,1,0,0,0,0,0,1
2020 Fall,HIEA,2031,Modern China,018288,"Reed,Bradly W",100,14624,CGAS,3.5,136,0,41,43,19,18,8,2,3,0,2
2020 Fall,HIEA,2072,Modern Japan,040426,"Diehl,Chad Richard",001,16860,CGAS,3.9,25,7,14,1,2,0,0,0,0,0,1
2020 Fall,HIEA,2559,New Course: HIEA,039229,"Zhang,Cong",001,17676,CGAS,3.4,18,0,7,4,2,1,1,0,1,0,2
2020 Fall,HIEA,3323,China and the United States,044400,"Liu,Xiaoyuan",001,17677,CGAS,3.5,42,6,8,9,12,4,2,0,1,0,0
2020 Fall,HIEA,4501,Seminar in East Asian History,018308,"Reed,Bradly W",001,15870,CGAS,3.7,14,0,7,4,2,1,0,0,0,0,0
2020 Fall,HIEU,2004,Nationalism in Europe,044873,"Kunakhovich,Kyrill Mikhailovich",100,17678,CGAS,3.4,51,0,15,7,13,10,6,0,0,0,1
2020 Fall,HIEU,2031,Ancient Greece,018390,"Lendon,Jon E",100,13331,CGAS,3.6,25,1,8,9,2,4,1,0,0,0,0
2020 Fall,HIEU,2061,The Birth of Europe,018393,"Kershaw,Paul Je",100,15744,CGAS,3.4,32,0,1,13,11,4,0,0,0,0,3
2020 Fall,HIEU,2071,Early Mod Eur and the World,018394,"Lambert,Erin M",100,16370,CGAS,3.8,50,0,37,8,3,1,0,0,1,0,0
2020 Fall,HIEU,2111,History of England to 1688,018398,"Halliday,Paul D",100,15748,CGAS,3.4,35,0,5,13,11,5,1,0,0,0,0
2020 Fall,HIEU,3041,The Fall of the Roman Republic,018433,"Meyer,Elizabeth A",001,16375,CGAS,3.6,14,1,6,3,2,0,1,1,0,0,0
2020 Fall,HIEU,3152,British Empire & Modern World,040779,"Linstrum,Erik Raymond",100,16379,CGAS,3.3,40,0,8,9,10,9,3,0,0,0,1
2020 Fall,HIEU,3321,Scientifc Revolution 1450-1700,018461,"Parshall,Karen H",001,17682,CGAS,3.3,16,0,5,3,2,2,2,0,2,0,0
2020 Fall,HIEU,3352,Modern German History,018483,"Achilles,Manuela",100,14820,CGAS,3.9,27,0,20,5,1,0,0,0,0,0,1
2020 Fall,HIEU,3372,German Jewish Cult & History,041369,"Finder,Gabriel",002,19996,CGAS,3.7,11,0,6,3,2,0,0,0,0,0,0
2020 Fall,HIEU,3505,"History and Fiction, Topics",044604,"Achilles,Manuela",001,15534,CGAS,3.9,17,0,13,3,0,0,0,0,0,0,2
2020 Fall,HIEU,3692,The Holocaust,018477,"Finder,Gabriel",003,19992,CGAS,3.7,11,0,5,4,2,0,0,0,0,0,0
2020 Fall,HIEU,3802,Origins of Contemporary Thgt,018508,"Megill,Allan D",001,17702,CGAS,3.7,16,3,9,1,1,0,2,0,0,0,0
2020 Fall,HIEU,5061,Roman Imperialism,018536,"Meyer,Elizabeth A",001,17684,CGAS,-,-,0,2,2,1,1,1,0,0,0,1
2020 Fall,HIEU,7013,Anthropology of Ancient Greece,018616,"Lendon,Jon E",001,17701,CGAS,-,-,0,2,3,1,0,0,0,0,0,0
2020 Fall,HILA,1501,Intro Sem in Latin Amer Hist,018763,"Sweeney,Lean",001,16742,CGAS,3.9,14,4,8,1,0,1,0,0,0,0,0
2020 Fall,HILA,2001,"Colonial Latin Am, 1500-1824",018770,"Klubock,Thomas Miller",100,16369,CGAS,3.9,44,19,19,3,1,2,0,0,0,0,1
2020 Fall,HILA,3051,Modern Central America,018783,"Sweeney,Lean",001,16487,CGAS,3.9,33,13,16,3,0,0,0,0,1,0,0
2020 Fall,HIME,2003,Economic History:Islamic World,045353,"Bishara,Fahad Ahmad",100,17703,CGAS,3.7,36,6,14,9,5,1,0,0,0,0,1
2020 Fall,HIND,1010,Elementary Hindi-Urdu I,018890,"Chaussee,Griffith",001,13332,CGAS,3.9,12,0,10,1,1,0,0,0,0,0,0
2020 Fall,HIND,2010,Intermediate Hindi I,018894,"Nasir,Abdul",001,13333,CGAS,3.9,16,4,9,2,0,1,0,0,0,0,0
2020 Fall,HISA,2001,Hist & Civil of Classic India,018917,"Leonard,Spencer Austin",001,16904,CGAS,3.6,16,0,6,6,3,1,0,0,0,0,0
2020 Fall,HIST,1501,Introductory Sem in History,019008,"Mason,John E",001,16366,CGAS,3.8,15,1,11,1,2,0,0,0,0,0,0
2020 Fall,HIST,1501,Introductory Sem in History,019008,"Singerman,David",002,17711,CGAS,3.9,17,14,2,1,0,0,0,0,0,0,0
2020 Fall,HIST,2001,Global History,041603,"Owensby,Brian P",100,19290,CGAS,3.2,42,0,2,7,21,7,2,0,2,1,0
2020 Fall,HIST,3281,Genocide,019169,"Rossman,Jeffrey J",100,15768,CGAS,3.3,70,0,17,11,13,23,4,1,0,0,1
2020 Fall,HIST,3452,The Second World War,019192,"Zelikow,Philip D",100,17712,CGAS,3.4,69,0,13,29,6,14,1,1,1,1,4
2020 Fall,HIST,4890,Distinguished Majors Colloq,019214,"Milov,Sarah Elizabeth",001,16807,CGAS,3.9,11,0,8,3,0,0,0,0,0,0,0
