Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,NofStudents,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2020 Fall,EAST,1010,East Asian Canons and Cultures,007647,"Diehl,Chad Richard",100,16548,CGAS,3.9,58,15,35,5,3,0,0,0,0,0,0
2020 Fall,ECE,2330,Digital Logic Design,007674,"Johnson,Barry W",001,11898,ENGR,3.9,88,18,57,5,3,2,1,1,0,0,1
2020 Fall,ECE,2630,ECE Fundamentals I,007672,"Barnes,Adam",001,11132,ENGR,3.6,51,10,17,10,5,6,0,2,0,0,1
2020 Fall,ECE,2660,ECE Fundamentals II,007673,"Delong,Todd Anthony",001,11805,ENGR,3.8,40,13,22,2,1,1,0,0,1,0,0
2020 Fall,ECE,3103,Solid State Devices,007675,"Beling,Andreas",001,11814,ENGR,3.9,16,5,9,2,0,0,0,0,0,0,0
2020 Fall,ECE,3209,Electromagnetic Fields,007677,"Zebarjadi,Mona",001,11806,ENGR,3.5,15,2,6,2,1,0,2,0,1,0,1
2020 Fall,ECE,3209,Electromagnetic Fields,007677,"Zebarjadi,Mona",002,21186,ENGR,3.2,11,1,2,2,2,1,1,1,1,0,0
2020 Fall,ECE,3501,Special Topics ECE,040913,"Dugan,Joanne B",002,12518,ENGR,4,30,4,26,0,0,0,0,0,0,0,0
2020 Fall,ECE,3502,Special Topics ECE,040914,"Delong,Todd Anthony",001,19203,ENGR,3.9,20,5,11,2,2,0,0,0,0,0,0
2020 Fall,ECE,3750,ECE Fundamentals III,007679,"Powell Jr.,Harry Courtney",001,11904,ENGR,3.7,31,4,13,9,0,5,0,0,0,0,0
2020 Fall,ECE,4440,Embedded System Design,007696,"Powell Jr.,Harry Courtney",001,11809,ENGR,3.9,46,14,29,3,0,0,0,0,0,0,0
2020 Fall,ECE,4457,Computer Networks,007697,"Campbell,Bradford",001,11137,ENGR,3.6,16,1,10,1,2,0,1,0,0,0,1
2020 Fall,ECE,4501,Special Topics:  ECE,040915,"Bowers,Steven Michael",003,19197,ENGR,3.7,13,0,9,2,1,0,0,0,1,0,0
2020 Fall,ECE,5241,Optics and Lasers,007703,"Campbell,Joe C",001,11138,ENGR,-,-,1,2,0,3,0,0,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Alemzadeh,Homa",007,19205,ENGR,-,-,1,1,1,2,1,0,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Bezzo,Nicola",002,11919,ENGR,-,-,2,4,1,0,0,0,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Bowers,Steven Michael",001,19198,ENGR,-,-,0,7,2,1,0,0,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Fletcher IV,Preston Thomas",006,12440,ENGR,-,-,0,4,5,0,0,0,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Li,Jundong",005,19202,ENGR,-,-,3,5,1,0,0,1,0,0,0,0
2020 Fall,ECE,6501,Topics: Elect & Computer Engr,007731,"Shen,Cong",009,19322,ENGR,3.5,23,4,8,4,2,2,1,1,0,1,0
2020 Fall,ECE,6502,Spec Top:Elect & Computer Engr,007732,"Hassanzadeh,Farzad F",001,19201,ENGR,3.7,14,2,6,3,1,2,0,0,0,0,0
2020 Fall,ECE,6711,Probability & Stochastic Proc,007711,"Weller,Daniel S",001,12417,ENGR,3.5,28,4,13,1,1,4,3,0,1,0,1
2020 Fall,ECE,6782,Digital Image Processing,007728,"Zhang,Miaomiao",001,11664,ENGR,3.3,11,0,4,1,3,1,0,1,1,0,0
2020 Fall,ECE,6851,Linear Automatic Cntrl Systems,007714,"Tao,Gang",001,11579,ENGR,3.7,11,4,4,0,2,0,1,0,0,0,0
2020 Fall,ECE,6852,Linear State Space Control Sys,007715,"Tao,Gang",001,11139,ENGR,-,-,1,2,1,0,1,0,0,0,0,0
2020 Fall,ECON,2010,Principles of Econ: Microecon,007876,"Elzinga,Kenneth G",090,13154,CGAS,3.3,514,4,75,193,111,36,36,24,15,9,11
2020 Fall,ECON,2010,Principles of Econ: Microecon,007876,"Elzinga,Kenneth G",091,13182,CGAS,3.3,518,4,94,193,91,42,36,17,16,11,15
2020 Fall,ECON,2020,Principles of Econ: Macroecon,007877,"Doyle,Carter Arnold",100,13202,CGAS,3.6,202,0,52,100,28,15,6,1,0,0,0
2020 Fall,ECON,2060,American Economic History,007880,"Thomas,Mark",001,14636,CGAS,3.0,60,0,4,7,17,20,8,2,0,1,1
2020 Fall,ECON,2559,New Course: ECON,038665,"Kripalani,Jessica M",001,20870,CGAS,3.9,31,16,12,0,0,3,0,0,0,0,0
2020 Fall,ECON,3010,Intermediate Microeconomics,007908,"Mills,David E",100,15043,CGAS,3.3,98,4,26,14,16,19,7,5,4,1,3
2020 Fall,ECON,3010,Intermediate Microeconomics,007908,"Santugini Repiquet,Marc",200,15044,CGAS,3.4,104,9,33,27,6,8,5,8,3,1,5
2020 Fall,ECON,3020,Intermediate Macroeconomics,007909,"Lee,Jae Won",300,14637,CGAS,3.6,53,15,11,8,11,3,1,1,1,0,2
2020 Fall,ECON,3020,Intermediate Macroeconomics,007909,"Lee,Jae Won",301,15188,CGAS,3.6,72,18,12,18,15,3,4,1,0,0,1
2020 Fall,ECON,3020,Intermediate Macroeconomics,007909,"Westerfield,Maria Anne Mabry",500,15908,CGAS,3.7,74,18,21,23,5,2,3,1,1,0,1
2020 Fall,ECON,3030,Money and Banking,007910,"Doyle,Carter Arnold",100,15281,CGAS,3.6,87,0,39,27,14,3,3,0,0,1,0
2020 Fall,ECON,3030,Money and Banking,007910,"Doyle,Carter Arnold",200,15088,CGAS,3.6,78,0,35,23,8,9,0,1,0,0,2
2020 Fall,ECON,3040,The Economics of Education,007911,"Turner,Sarah E",100,19865,CGAS,3.5,39,4,8,13,5,7,0,0,2,0,0
